,date,transactionId,sessionsToTransaction,daysToTransaction,transactions,GACity,GAProduct name,GATransacionRevenue,Match GA-DB (commitment fees),City,Product_type,MatchProduct,Matched Revenue,Matched City
3447,18-04-2017,2107431,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3448,18-04-2017,2107481,3,0,1,Siliguri,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3449,18-04-2017,2107501,1,0,1,Jodhpur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3450,18-04-2017,2107531,3,4,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3451,18-04-2017,2107571,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3452,18-04-2017,2107581,4,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3453,18-04-2017,2107611,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3454,18-04-2017,2107681,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3455,18-04-2017,2107701,2,0,1,Patna,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3456,18-04-2017,2107721,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3457,18-04-2017,2107731,1,0,1,Coimbatore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3458,18-04-2017,2107741,6,31,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3459,18-04-2017,2107771,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3460,18-04-2017,2107771,3,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3461,18-04-2017,2107781,1,0,1,Kochi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3462,18-04-2017,2107791,6,31,1,Vadodara,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3463,18-04-2017,2107821,2,0,1,Patna,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3464,18-04-2017,2107911,7,42,1,Dunwoody,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3465,18-04-2017,2107921,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3466,18-04-2017,2107941,1,0,1,Faridabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3467,18-04-2017,2107951,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3468,18-04-2017,2107971,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3469,18-04-2017,2108001,1,0,1,Noida,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3470,18-04-2017,2108061,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3471,18-04-2017,2108121,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3472,18-04-2017,2108131,1,0,1,Kota,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3473,18-04-2017,2108141,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3474,18-04-2017,2108241,4,91,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3475,18-04-2017,2108251,2,0,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3476,18-04-2017,2108271,7,123,1,Thanjavur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3477,18-04-2017,2108281,3,20,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3478,18-04-2017,2108311,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3479,18-04-2017,2108381,1,0,1,Secunderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3480,18-04-2017,2108391,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3481,18-04-2017,2108401,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3482,18-04-2017,2108411,3,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3483,18-04-2017,2108451,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3484,18-04-2017,2108461,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3485,18-04-2017,2108481,2,0,1,Patna,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3486,18-04-2017,2108491,1,0,1,Jodhpur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3487,18-04-2017,2108531,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3488,18-04-2017,2108591,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3489,18-04-2017,2108631,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3490,18-04-2017,2108641,1,0,1,Patna,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3491,18-04-2017,2108671,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3492,18-04-2017,2108791,2,0,1,Pimpri-Chinchwad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3493,18-04-2017,2108851,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3494,18-04-2017,2108861,1,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3495,18-04-2017,2108861,2,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14414,19-04-2017,2108861,4,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14415,19-04-2017,2108861,5,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14416,19-04-2017,2108861,6,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14417,19-04-2017,2108861,7,1,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14418,19-04-2017,2108861,8,1,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14697,20-04-2017,2108861,10,1,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14698,20-04-2017,2108861,11,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14699,20-04-2017,2108861,12,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14700,20-04-2017,2108861,13,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14701,20-04-2017,2108861,14,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14702,20-04-2017,2108861,9,1,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14918,21-04-2017,2108861,15,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14919,21-04-2017,2108861,16,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14920,21-04-2017,2108861,17,2,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14921,21-04-2017,2108861,18,3,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14922,21-04-2017,2108861,19,3,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14923,21-04-2017,2108861,20,3,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
15039,22-04-2017,2108861,21,3,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
15040,22-04-2017,2108861,22,3,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
15041,22-04-2017,2108861,23,4,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
15042,22-04-2017,2108861,24,4,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3496,18-04-2017,2108871,3,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3497,18-04-2017,2108891,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3498,18-04-2017,2108911,9,32,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3499,18-04-2017,2108981,1,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3500,18-04-2017,2109001,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3501,18-04-2017,2109011,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3502,18-04-2017,2109061,4,1,1,Littleton,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3503,18-04-2017,2109201,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3504,18-04-2017,2109221,3,61,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3505,18-04-2017,2109231,2,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3506,18-04-2017,2109271,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3507,18-04-2017,2109281,2,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3508,18-04-2017,2109291,2,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3509,18-04-2017,2109301,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3510,18-04-2017,2109311,1,0,1,Surat,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3511,18-04-2017,2109341,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3512,18-04-2017,2109361,4,4,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3513,18-04-2017,2109361,5,4,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3514,18-04-2017,2109361,6,4,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3515,18-04-2017,2109411,1,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3516,18-04-2017,2109421,5,0,1,Gurgaon,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3517,18-04-2017,2109491,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3518,18-04-2017,2109511,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3519,18-04-2017,2109551,3,0,1,Chandigarh,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3520,18-04-2017,2109561,1,0,1,Bhubaneswar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3521,18-04-2017,2109591,1,0,1,Udaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3522,18-04-2017,2109681,1,0,1,Bhopal,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3523,18-04-2017,2109691,1,0,1,Chandigarh,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3524,18-04-2017,2109741,2,0,1,Bhopal,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3525,18-04-2017,2109781,2,6,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3526,18-04-2017,2109801,1,0,1,Faridabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3527,18-04-2017,2109821,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3528,18-04-2017,2109851,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3529,18-04-2017,2109921,1,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3530,18-04-2017,2109931,2,61,1,Kalyan,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3531,18-04-2017,2109951,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3532,18-04-2017,2109991,1,0,1,Secunderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3533,18-04-2017,2110021,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3534,18-04-2017,2110041,2,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3535,18-04-2017,2110061,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3536,18-04-2017,2110111,2,0,1,Kakinada,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3537,18-04-2017,2110131,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3538,18-04-2017,2110141,2,0,1,Gurgaon,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3539,18-04-2017,2110151,3,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3540,18-04-2017,2110171,1,0,1,Rajkot,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3541,18-04-2017,2110251,1,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3542,18-04-2017,2110271,2,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3543,18-04-2017,2110281,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3544,18-04-2017,2110341,4,62,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3545,18-04-2017,2110381,2,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3546,18-04-2017,2110431,1,0,1,Rajkot,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3547,18-04-2017,2110461,1,0,1,Mira Bhayandar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3548,18-04-2017,2110471,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3549,18-04-2017,2110491,1,0,1,Nagpur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3550,18-04-2017,2110501,6,61,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3551,18-04-2017,2110531,2,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3552,18-04-2017,2110541,2,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3553,18-04-2017,2110591,2,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3554,18-04-2017,2110601,3,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3555,18-04-2017,2110611,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3556,18-04-2017,2110611,3,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3557,18-04-2017,2110641,8,54,1,Gurgaon,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3558,18-04-2017,2110671,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3559,18-04-2017,2110711,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3560,18-04-2017,2110761,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3561,18-04-2017,2110811,2,32,1,Chandigarh,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3562,18-04-2017,2110851,3,1,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3563,18-04-2017,2110881,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3564,18-04-2017,2110891,1,0,1,Chandigarh,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3565,18-04-2017,2110911,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3566,18-04-2017,2110921,1,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3567,18-04-2017,2110931,2,0,1,Kolkata,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3568,18-04-2017,2110991,2,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3569,18-04-2017,2111031,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3570,18-04-2017,2111031,2,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3571,18-04-2017,2111051,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3572,18-04-2017,2111101,1,0,1,Gandhinagar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3573,18-04-2017,2111201,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3574,18-04-2017,2111221,4,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3575,18-04-2017,2111231,1,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3576,18-04-2017,2111251,2,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3577,18-04-2017,2111261,2,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3578,18-04-2017,2111261,3,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
14419,19-04-2017,2111261,4,0,1,Indore,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3579,18-04-2017,2111291,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3580,18-04-2017,2111301,2,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3581,18-04-2017,2111391,9,20,1,Noida,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3582,18-04-2017,2111421,2,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3583,18-04-2017,2111431,2,2,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3584,18-04-2017,2111481,2,0,1,Kolkata,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3585,18-04-2017,2111491,1,0,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3586,18-04-2017,2111631,3,0,1,Bengaluru,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3587,18-04-2017,2111661,1,0,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3588,18-04-2017,2111751,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3589,18-04-2017,2111771,2,0,1,Mumbai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3590,18-04-2017,2111801,1,0,1,Pune,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3591,18-04-2017,2111821,1,0,1,Thane,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3592,18-04-2017,2111831,1,0,1,New Delhi,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3593,18-04-2017,2111841,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3594,18-04-2017,2111851,1,0,1,Chennai,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3595,18-04-2017,2111871,1,0,1,Gandhinagar,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3596,18-04-2017,2111921,1,0,1,Ahmedabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3597,18-04-2017,2111931,1,0,1,Thane,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3598,18-04-2017,2111961,22,91,1,Hyderabad,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3599,18-04-2017,2111971,2,0,1,Jaipur,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3600,18-04-2017,2111981,2,0,1,Lucknow,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3601,18-04-2017,2111991,1,0,1,(not set),New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
3602,18-04-2017,2112011,3,0,1,Kolkata,New Droom Branded Helmet - Ascone,9,9,Ghaziabad,New Droom Branded Helmet - Ascone,1,1,0
