,date,transactionId,sessionsToTransaction,daysToTransaction,transactions,transactionRevenue
10032,18-04-2017,2269801,1,0,1,9
10033,18-04-2017,2269811,1,0,1,9
10034,18-04-2017,2269821,2,0,1,9
10035,18-04-2017,2269951,1,0,1,9
10036,18-04-2017,2269971,8,29,1,9
10037,18-04-2017,2270011,1,0,1,9
10038,18-04-2017,2270131,1,0,1,9
10039,18-04-2017,2270151,2,4,1,9
10040,18-04-2017,2270151,3,5,1,9
10041,18-04-2017,2270181,1,0,1,9
10042,18-04-2017,2270251,1,0,1,9
10043,18-04-2017,2270291,1,0,1,9
10044,18-04-2017,2270311,1,0,1,9
10045,18-04-2017,2270381,3,0,1,9
10046,18-04-2017,2270391,2,0,1,9
10047,18-04-2017,2270401,1,0,1,9
10048,18-04-2017,2270431,2,0,1,9
10049,18-04-2017,2270441,1,0,1,9
10050,18-04-2017,2270461,1,0,1,9
10051,18-04-2017,2270491,4,1,1,9
10052,18-04-2017,2270491,5,1,1,9
10053,18-04-2017,2270491,6,1,1,9
10054,18-04-2017,2270511,1,0,1,9
10055,18-04-2017,2270551,2,0,1,9
10056,18-04-2017,2270641,1,0,1,9
10057,18-04-2017,2270711,1,0,1,9
10058,18-04-2017,2270771,3,0,1,9
10059,18-04-2017,2270771,4,0,1,9
10060,18-04-2017,2270781,1,0,1,9
10061,18-04-2017,2270831,2,55,1,9
10062,18-04-2017,2270841,7,3,1,9
10063,18-04-2017,2270871,1,0,1,9
10064,18-04-2017,2270921,6,31,1,9
10065,18-04-2017,2270921,7,31,1,9
10066,18-04-2017,2270921,8,31,1,9
10067,18-04-2017,2270951,1,0,1,9
10068,18-04-2017,2271051,1,0,1,9
10069,18-04-2017,2271081,3,0,1,9
10070,18-04-2017,2271111,1,0,1,9
10071,18-04-2017,2271121,2,0,1,9
10072,18-04-2017,2271131,1,0,1,9
10073,18-04-2017,2271141,1,0,1,9
10074,18-04-2017,2271161,2,0,1,9
10075,18-04-2017,2271241,12,90,1,9
10076,18-04-2017,2271251,1,0,1,9
10077,18-04-2017,2271261,5,0,1,9
10078,18-04-2017,2271281,2,0,1,9
10079,18-04-2017,2271351,1,0,1,9
10080,18-04-2017,2271481,2,0,1,9
10081,18-04-2017,2271511,3,11,1,9
10082,18-04-2017,2271521,7,32,1,9
10083,18-04-2017,2271581,2,42,1,9
10084,18-04-2017,2271591,14,33,1,9
10085,18-04-2017,2271641,3,0,1,9
10086,18-04-2017,2271691,2,0,1,9
10087,18-04-2017,2271691,3,0,1,9
10088,18-04-2017,2271701,3,0,1,9
10089,18-04-2017,2271701,4,0,1,9
10090,18-04-2017,2271751,1,0,1,9
10091,18-04-2017,2271761,1,0,1,9
10092,18-04-2017,2271791,1,0,1,9
10093,18-04-2017,2271811,1,0,1,9
10094,18-04-2017,2271831,1,0,1,9
10095,18-04-2017,2271841,8,55,1,9
10096,18-04-2017,2271881,3,0,1,9
10097,18-04-2017,2271931,1,0,1,9
10098,18-04-2017,2271971,1,0,1,9
10099,18-04-2017,2272031,1,0,1,9
10100,18-04-2017,2272041,1,0,1,9
10101,18-04-2017,2272051,3,0,1,9
10102,18-04-2017,2272071,1,0,1,9
10103,18-04-2017,2272081,2,32,1,9
10104,18-04-2017,2272151,1,0,1,9
10105,18-04-2017,2272161,10,61,1,9
10106,18-04-2017,2272191,1,0,1,9
10107,18-04-2017,2272211,2,0,1,9
10108,18-04-2017,2272251,2,0,1,9
10109,18-04-2017,2272271,1,0,1,9
10110,18-04-2017,2272301,1,0,1,9
10111,18-04-2017,2272351,1,0,1,9
10112,18-04-2017,2272371,3,0,1,9
10113,18-04-2017,2272381,1,0,1,9
10114,18-04-2017,2272401,3,4,1,9
10115,18-04-2017,2272421,1,0,1,9
10116,18-04-2017,2272531,1,0,1,9
10117,18-04-2017,2272541,1,0,1,9
10118,18-04-2017,2272551,1,0,1,9
10119,18-04-2017,2272561,1,0,1,9
10120,18-04-2017,2272571,1,0,1,9
10121,18-04-2017,2272641,1,0,1,9
10122,18-04-2017,2272671,1,0,1,9
10123,18-04-2017,2272681,1,0,1,9
10124,18-04-2017,2272691,1,0,1,9
10125,18-04-2017,2272731,1,0,1,9
14519,19-04-2017,2272731,2,0,1,9
10126,18-04-2017,2272741,21,64,1,9
10127,18-04-2017,2272791,1,0,1,9
10128,18-04-2017,2272801,3,3,1,9
10129,18-04-2017,2272811,1,0,1,9
10130,18-04-2017,2272831,3,0,1,9
10131,18-04-2017,2272841,1,0,1,9
10132,18-04-2017,2272851,1,0,1,9
10133,18-04-2017,2272861,1,0,1,9
10134,18-04-2017,2272891,2,0,1,9
10135,18-04-2017,2272921,1,0,1,9
10136,18-04-2017,2272931,1,0,1,9
10137,18-04-2017,2272941,1,0,1,9
10138,18-04-2017,2272951,5,0,1,9
10139,18-04-2017,2272981,1,0,1,9
10140,18-04-2017,2273021,1,0,1,9
10141,18-04-2017,2273051,1,0,1,9
10142,18-04-2017,2273071,1,0,1,9
10143,18-04-2017,2273101,2,0,1,9
10144,18-04-2017,2273111,1,0,1,9
10145,18-04-2017,2273131,1,0,1,9
10146,18-04-2017,2273141,1,0,1,9
10147,18-04-2017,2273151,1,0,1,9
10148,18-04-2017,2273161,1,0,1,9
10149,18-04-2017,2273171,3,0,1,9
10150,18-04-2017,2273181,1,0,1,9
10151,18-04-2017,2273201,2,0,1,9
10152,18-04-2017,2273211,3,0,1,9
10153,18-04-2017,2273221,2,0,1,9
10154,18-04-2017,2273231,3,0,1,9
10155,18-04-2017,2273251,1,0,1,9
10156,18-04-2017,2273281,2,0,1,9
10157,18-04-2017,2273301,1,0,1,9
10158,18-04-2017,2273331,2,0,1,9
10159,18-04-2017,2273351,2,0,1,9
10160,18-04-2017,2273371,3,0,1,9
10161,18-04-2017,2273381,1,0,1,9
10162,18-04-2017,2273391,1,0,1,9
10163,18-04-2017,2273411,1,0,1,9
10164,18-04-2017,2273421,1,0,1,9
10165,18-04-2017,2273441,3,0,1,9
10166,18-04-2017,2273451,1,0,1,9
10167,18-04-2017,2273461,1,0,1,9
10168,18-04-2017,2273471,1,0,1,9
10169,18-04-2017,2273491,2,0,1,9
10170,18-04-2017,2273501,1,0,1,9
10171,18-04-2017,2273511,1,0,1,9
10172,18-04-2017,2273541,3,0,1,9
10173,18-04-2017,2273551,1,0,1,9
10174,18-04-2017,2273571,5,4,1,9
14520,19-04-2017,2273571,6,5,1,9
10175,18-04-2017,2273581,1,0,1,9
10176,18-04-2017,2273591,1,0,1,9
10177,18-04-2017,2273611,17,62,1,9
10178,18-04-2017,2273691,2,0,1,9
10179,18-04-2017,2273701,1,0,1,9
10180,18-04-2017,2273711,5,31,1,9
10181,18-04-2017,2273721,2,0,1,9
10182,18-04-2017,2273741,9,111,1,9
10183,18-04-2017,2273751,1,0,1,9
10184,18-04-2017,2273771,3,0,1,9
10185,18-04-2017,2273781,1,0,1,9
10186,18-04-2017,2273801,1,0,1,9
10187,18-04-2017,2273811,1,0,1,9
10188,18-04-2017,2273821,1,0,1,9
10189,18-04-2017,2273831,1,0,1,9
10190,18-04-2017,2273841,3,0,1,9
10191,18-04-2017,2273871,1,0,1,9
10192,18-04-2017,2273901,2,0,1,9
10193,18-04-2017,2273921,2,0,1,9
10194,18-04-2017,2273931,1,0,1,9
10195,18-04-2017,2273941,3,0,1,9
10196,18-04-2017,2273961,1,0,1,9
10197,18-04-2017,2273991,6,0,1,9
10198,18-04-2017,2274051,3,91,1,9
10199,18-04-2017,2274051,4,91,1,9
14521,19-04-2017,2274051,5,92,1,9
14522,19-04-2017,2274051,6,92,1,9
10200,18-04-2017,2274061,1,0,1,9
10201,18-04-2017,2274071,1,0,1,9
10202,18-04-2017,2274081,2,0,1,9
10203,18-04-2017,2274121,1,0,1,9
10204,18-04-2017,2274131,2,0,1,9
10205,18-04-2017,2274141,1,0,1,9
10206,18-04-2017,2274151,4,1,1,9
10207,18-04-2017,2274211,3,31,1,9
10208,18-04-2017,2274221,1,0,1,9
10209,18-04-2017,2274241,3,0,1,9
10210,18-04-2017,2274271,1,0,1,9
10211,18-04-2017,2274281,10,32,1,9
10212,18-04-2017,2274301,1,0,1,9
10213,18-04-2017,2274341,4,0,1,9
10214,18-04-2017,2274371,1,0,1,9
10215,18-04-2017,2274391,1,0,1,9
10216,18-04-2017,2274421,2,0,1,9
14523,19-04-2017,2274421,3,0,1,9
10217,18-04-2017,2274431,1,0,1,9
10218,18-04-2017,2274451,1,0,1,9
10219,18-04-2017,2274491,4,3,1,9
10220,18-04-2017,2274511,1,0,1,9
10221,18-04-2017,2274541,4,0,1,9
10222,18-04-2017,2274551,1,0,1,9
10223,18-04-2017,2274571,1,0,1,9
10224,18-04-2017,2274601,3,0,1,9
10225,18-04-2017,2274621,4,1,1,9
10226,18-04-2017,2274641,2,0,1,9
10227,18-04-2017,2274651,1,0,1,9
10228,18-04-2017,2274651,2,0,1,9
10229,18-04-2017,2274671,2,15,1,9
10230,18-04-2017,2274701,1,0,1,9
10231,18-04-2017,2274711,8,62,1,9
10232,18-04-2017,2274721,1,0,1,9
10233,18-04-2017,2274741,1,0,1,9
10234,18-04-2017,2274761,2,0,1,9
10235,18-04-2017,2274771,2,32,1,9
10236,18-04-2017,2274801,3,0,1,9
15048,22-04-2017,2274801,5,4,1,9
15823,26-04-2017,2274801,6,8,1,9
10237,18-04-2017,2274811,1,0,1,9
10238,18-04-2017,2274821,6,32,1,9
10239,18-04-2017,2274831,4,0,1,9
10240,18-04-2017,2274891,1,0,1,9
10241,18-04-2017,2274911,1,0,1,9
10242,18-04-2017,2274961,3,0,1,9
10243,18-04-2017,2274971,1,0,1,9
10244,18-04-2017,2275001,1,0,1,9
10245,18-04-2017,2275031,1,0,1,9
10246,18-04-2017,2275051,1,0,1,9
10247,18-04-2017,2275051,2,0,1,9
10248,18-04-2017,2275091,2,0,1,9
10249,18-04-2017,2275111,9,32,1,9
10250,18-04-2017,2275121,1,0,1,9
10251,18-04-2017,2275141,1,0,1,9
10252,18-04-2017,2275151,1,0,1,9
10253,18-04-2017,2275161,1,0,1,9
10254,18-04-2017,2275171,5,7,1,9
10255,18-04-2017,2275181,1,0,1,9
10256,18-04-2017,2275191,1,0,1,9
10257,18-04-2017,2275201,1,0,1,9
10258,18-04-2017,2275241,1,0,1,9
10259,18-04-2017,2275271,1,0,1,9
10260,18-04-2017,2275281,1,0,1,9
10261,18-04-2017,2275301,1,0,1,9
10262,18-04-2017,2275351,1,0,1,9
10263,18-04-2017,2275371,1,0,1,9
10264,18-04-2017,2275381,1,0,1,9
10265,18-04-2017,2275411,1,0,1,9
10266,18-04-2017,2275431,8,29,1,9
10267,18-04-2017,2275441,1,0,1,9
10268,18-04-2017,2275451,2,0,1,9
10269,18-04-2017,2275471,3,0,1,9
10270,18-04-2017,2275481,1,0,1,9
10271,18-04-2017,2275501,1,0,1,9
10272,18-04-2017,2275541,1,0,1,9
10273,18-04-2017,2275551,1,0,1,9
10274,18-04-2017,2275571,3,0,1,9
10275,18-04-2017,2275581,2,0,1,9
10276,18-04-2017,2275601,1,0,1,9
10277,18-04-2017,2275611,1,0,1,9
10278,18-04-2017,2275631,1,0,1,9
10279,18-04-2017,2275671,2,0,1,9
10280,18-04-2017,2275691,5,32,1,9
10281,18-04-2017,2275721,1,0,1,9
10282,18-04-2017,2275731,1,0,1,9
10283,18-04-2017,2275741,3,0,1,9
10284,18-04-2017,2275761,1,0,1,9
10285,18-04-2017,2275771,2,0,1,9
10286,18-04-2017,2275781,1,0,1,9
10287,18-04-2017,2275801,3,0,1,9
10288,18-04-2017,2275831,1,0,1,9
10289,18-04-2017,2275841,1,0,1,9
10290,18-04-2017,2275891,1,0,1,9
10291,18-04-2017,2275931,1,0,1,9
10292,18-04-2017,2275931,2,0,1,9
10293,18-04-2017,2275961,2,4,1,9
10294,18-04-2017,2275991,1,0,1,9
10295,18-04-2017,2276011,1,0,1,9
10296,18-04-2017,2276021,2,0,1,9
10297,18-04-2017,2276041,1,0,1,9
10298,18-04-2017,2276061,2,0,1,9
10299,18-04-2017,2276071,2,62,1,9
10300,18-04-2017,2276081,1,0,1,9
10301,18-04-2017,2276091,1,0,1,9
10302,18-04-2017,2276101,2,0,1,9
10303,18-04-2017,2276151,1,0,1,9
10304,18-04-2017,2276161,1,0,1,9
10305,18-04-2017,2276171,1,0,1,9
10306,18-04-2017,2276221,3,0,1,9
10307,18-04-2017,2276231,1,0,1,9
10308,18-04-2017,2276251,2,0,1,9
10309,18-04-2017,2276261,2,0,1,9
10310,18-04-2017,2276271,2,0,1,9
10311,18-04-2017,2276301,2,0,1,9
10312,18-04-2017,2276311,1,0,1,9
10313,18-04-2017,2276361,3,0,1,9
10314,18-04-2017,2276381,1,0,1,9
10315,18-04-2017,2276401,1,0,1,9
10316,18-04-2017,2276431,1,0,1,9
10317,18-04-2017,2276441,2,0,1,9
10318,18-04-2017,2276441,3,0,1,9
14524,19-04-2017,2276441,4,1,1,9
14942,21-04-2017,2276441,5,3,1,9
14943,21-04-2017,2276441,6,3,1,9
10319,18-04-2017,2276451,13,32,1,9
10320,18-04-2017,2276461,1,0,1,9
10321,18-04-2017,2276511,2,0,1,9
10322,18-04-2017,2276511,3,0,1,9
10323,18-04-2017,2276531,2,0,1,9
10324,18-04-2017,2276571,1,0,1,9
10325,18-04-2017,2276581,1,0,1,9
10326,18-04-2017,2276591,1,0,1,9
10327,18-04-2017,2276611,1,0,1,9
10328,18-04-2017,2276621,5,33,1,9
10329,18-04-2017,2276631,1,0,1,9
10330,18-04-2017,2276641,8,62,1,9
10331,18-04-2017,2276691,1,0,1,9
10332,18-04-2017,2276741,1,0,1,9
10333,18-04-2017,2276751,1,0,1,9
10334,18-04-2017,2276801,2,0,1,9
10335,18-04-2017,2276821,1,0,1,9
10336,18-04-2017,2276831,1,0,1,9
10337,18-04-2017,2276841,3,0,1,9
10338,18-04-2017,2276861,1,0,1,9
10339,18-04-2017,2276871,1,0,1,9
10340,18-04-2017,2276881,1,0,1,9
10341,18-04-2017,2276921,1,0,1,9
10342,18-04-2017,2276941,1,0,1,9
10343,18-04-2017,2276961,1,0,1,9
10344,18-04-2017,2276971,1,0,1,9
10345,18-04-2017,2276981,5,82,1,9
10346,18-04-2017,2276991,1,0,1,9
10347,18-04-2017,2277001,2,0,1,9
10348,18-04-2017,2277011,3,0,1,9
10349,18-04-2017,2277031,1,0,1,9
10350,18-04-2017,2277041,1,0,1,9
10351,18-04-2017,2277051,3,0,1,9
10352,18-04-2017,2277101,1,0,1,9
10353,18-04-2017,2277111,1,0,1,9
10354,18-04-2017,2277121,1,0,1,9
10355,18-04-2017,2277151,1,0,1,9
10356,18-04-2017,2277161,1,0,1,9
10357,18-04-2017,2277181,1,0,1,9
10358,18-04-2017,2277251,1,0,1,9
10359,18-04-2017,2277261,1,0,1,9
10360,18-04-2017,2277271,1,0,1,9
10361,18-04-2017,2277281,1,0,1,9
10362,18-04-2017,2277291,4,0,1,9
10363,18-04-2017,2277301,1,0,1,9
10364,18-04-2017,2277311,4,0,1,9
10365,18-04-2017,2277311,5,0,1,9
10366,18-04-2017,2277321,2,0,1,9
10367,18-04-2017,2277341,1,0,1,9
10368,18-04-2017,2277361,2,0,1,9
10369,18-04-2017,2277381,3,32,1,9
10370,18-04-2017,2277391,1,0,1,9
10371,18-04-2017,2277441,7,17,1,9
10372,18-04-2017,2277451,1,0,1,9
10373,18-04-2017,2277461,4,91,1,9
10374,18-04-2017,2277511,1,0,1,9
10375,18-04-2017,2277521,1,0,1,9
10376,18-04-2017,2277571,11,66,1,9
10377,18-04-2017,2277591,9,31,1,9
10378,18-04-2017,2277611,1,0,1,9
10379,18-04-2017,2277671,1,0,1,9
10380,18-04-2017,2277691,1,0,1,9
10381,18-04-2017,2277731,3,0,1,9
10382,18-04-2017,2277741,3,0,1,9
10383,18-04-2017,2277751,10,94,1,9
10384,18-04-2017,2277761,2,11,1,9
10385,18-04-2017,2277811,1,0,1,9
10386,18-04-2017,2277841,1,0,1,9
10387,18-04-2017,2277851,1,0,1,9
10388,18-04-2017,2277871,7,32,1,9
10389,18-04-2017,2277961,3,4,1,9
10390,18-04-2017,2277961,4,4,1,9
10391,18-04-2017,2278001,1,0,1,9
10392,18-04-2017,2278021,2,0,1,9
10393,18-04-2017,2278031,2,0,1,9
10394,18-04-2017,2278041,1,0,1,9
10395,18-04-2017,2278051,2,0,1,9
10396,18-04-2017,2278061,1,0,1,9
10397,18-04-2017,2278071,5,0,1,9
10398,18-04-2017,2278101,3,30,1,9
10399,18-04-2017,2278161,2,115,1,9
10400,18-04-2017,2278181,1,0,1,9
10401,18-04-2017,2278191,1,0,1,9
10402,18-04-2017,2278221,1,0,1,9
10403,18-04-2017,2278241,3,0,1,9
10404,18-04-2017,2278281,5,32,1,9
10405,18-04-2017,2278291,1,0,1,9
10406,18-04-2017,2278301,5,0,1,9
10407,18-04-2017,2278341,1,0,1,9
10408,18-04-2017,2278371,1,0,1,9
10409,18-04-2017,2278391,2,0,1,9
10410,18-04-2017,2278411,1,0,1,9
10411,18-04-2017,2278441,1,0,1,9
10412,18-04-2017,2278461,1,0,1,9
10413,18-04-2017,2278471,1,0,1,9
10414,18-04-2017,2278481,4,0,1,9
10415,18-04-2017,2278501,3,0,1,9
10416,18-04-2017,2278521,3,0,1,9
10417,18-04-2017,2278551,3,0,1,9
10418,18-04-2017,2278551,4,0,1,9
10419,18-04-2017,2278561,2,0,1,9
10420,18-04-2017,2278591,1,0,1,9
10421,18-04-2017,2278601,1,0,1,9
10422,18-04-2017,2278611,12,38,1,9
10423,18-04-2017,2278621,1,0,1,9
10424,18-04-2017,2278681,4,0,1,9
10425,18-04-2017,2278691,1,0,1,9
10426,18-04-2017,2278721,3,0,1,9
10427,18-04-2017,2278731,1,0,1,9
10428,18-04-2017,2278741,2,0,1,9
10429,18-04-2017,2278751,3,0,1,9
10430,18-04-2017,2278761,1,0,1,9
10431,18-04-2017,2278791,2,0,1,9
10432,18-04-2017,2278811,1,0,1,9
10433,18-04-2017,2278861,3,32,1,9
10434,18-04-2017,2278871,4,1,1,9
10435,18-04-2017,2278881,3,1,1,9
10436,18-04-2017,2278901,1,0,1,9
10437,18-04-2017,2278941,1,0,1,9
10438,18-04-2017,2278961,2,0,1,9
10439,18-04-2017,2278971,2,0,1,9
10440,18-04-2017,2278981,5,0,1,9
10441,18-04-2017,2279001,1,0,1,9
10442,18-04-2017,2279011,5,0,1,9
10443,18-04-2017,2279021,1,0,1,9
10444,18-04-2017,2279041,2,0,1,9
10445,18-04-2017,2279051,1,0,1,9
10446,18-04-2017,2279071,1,0,1,9
10447,18-04-2017,2279091,4,0,1,9
10448,18-04-2017,2279101,1,0,1,9
10449,18-04-2017,2279121,2,0,1,9
10450,18-04-2017,2279131,1,0,1,9
10451,18-04-2017,2279161,2,0,1,9
10452,18-04-2017,2279181,1,0,1,9
10453,18-04-2017,2279211,1,0,1,9
10454,18-04-2017,2279221,2,15,1,9
10455,18-04-2017,2279281,1,0,1,9
10456,18-04-2017,2279291,1,0,1,9
10457,18-04-2017,2279301,1,0,1,9
10458,18-04-2017,2279311,1,0,1,9
10459,18-04-2017,2279321,2,0,1,9
10460,18-04-2017,2279331,1,0,1,9
10461,18-04-2017,2279341,1,0,1,9
10462,18-04-2017,2279351,1,0,1,9
10463,18-04-2017,2279361,2,0,1,9
10464,18-04-2017,2279391,9,62,1,9
10465,18-04-2017,2279421,1,0,1,9
10466,18-04-2017,2279471,1,0,1,9
10467,18-04-2017,2279491,3,0,1,9
10468,18-04-2017,2279531,1,0,1,9
10469,18-04-2017,2279551,1,0,1,9
10470,18-04-2017,2279561,1,0,1,9
10471,18-04-2017,2279571,2,0,1,9
10472,18-04-2017,2279581,1,0,1,9
10473,18-04-2017,2279611,2,18,1,9
10474,18-04-2017,2279631,3,0,1,9
10475,18-04-2017,2279691,18,62,1,9
10476,18-04-2017,2279701,1,0,1,9
10477,18-04-2017,2279711,1,0,1,9
10478,18-04-2017,2279721,1,0,1,9
10479,18-04-2017,2279731,2,0,1,9
10480,18-04-2017,2279741,3,32,1,9
10481,18-04-2017,2279751,2,1,1,9
10482,18-04-2017,2279781,1,0,1,9
10483,18-04-2017,2279811,1,0,1,9
10484,18-04-2017,2279841,4,0,1,9
10485,18-04-2017,2279871,2,0,1,9
10486,18-04-2017,2279881,1,0,1,9
10487,18-04-2017,2279901,2,0,1,9
10488,18-04-2017,2279911,2,0,1,9
10489,18-04-2017,2279921,2,0,1,9
10490,18-04-2017,2279921,3,0,1,9
10491,18-04-2017,2279921,4,0,1,9
10492,18-04-2017,2279931,1,0,1,9
10493,18-04-2017,2279951,1,0,1,9
10494,18-04-2017,2279961,3,0,1,9
10495,18-04-2017,2279981,1,0,1,9
10496,18-04-2017,2279991,3,32,1,9
10497,18-04-2017,2280001,2,0,1,9
10498,18-04-2017,2280011,5,10,1,9
10499,18-04-2017,2280051,2,0,1,9
10500,18-04-2017,2280111,1,0,1,9
10501,18-04-2017,2280131,2,0,1,9
10502,18-04-2017,2280141,1,0,1,9
10503,18-04-2017,2280151,10,31,1,9
10504,18-04-2017,2280171,1,0,1,9
10505,18-04-2017,2280181,2,0,1,9
10506,18-04-2017,2280191,1,0,1,9
10507,18-04-2017,2280211,2,0,1,9
10508,18-04-2017,2280261,1,0,1,9
10509,18-04-2017,2280261,2,0,1,9
14738,20-04-2017,2280261,3,2,1,9
15049,22-04-2017,2280261,4,4,1,9
10510,18-04-2017,2280281,2,32,1,9
10511,18-04-2017,2280291,1,0,1,9
10512,18-04-2017,2280321,2,0,1,9
10513,18-04-2017,2280341,9,17,1,9
10514,18-04-2017,2280371,2,0,1,9
10515,18-04-2017,2280391,2,0,1,9
10516,18-04-2017,2280401,3,0,1,9
10517,18-04-2017,2280431,1,0,1,9
10518,18-04-2017,2280451,1,0,1,9
10519,18-04-2017,2280461,1,0,1,9
10520,18-04-2017,2280471,1,0,1,9
10521,18-04-2017,2280481,1,0,1,9
10522,18-04-2017,2280491,1,0,1,9
10523,18-04-2017,2280511,1,0,1,9
10524,18-04-2017,2280521,3,0,1,9
10525,18-04-2017,2280561,1,0,1,9
10526,18-04-2017,2280571,3,0,1,9
10527,18-04-2017,2280581,2,0,1,9
10528,18-04-2017,2280591,60,84,1,9
10529,18-04-2017,2280601,1,0,1,9
10530,18-04-2017,2280651,2,0,1,9
10531,18-04-2017,2280661,4,48,1,9
10532,18-04-2017,2280671,1,0,1,9
10533,18-04-2017,2280681,1,0,1,9
10534,18-04-2017,2280691,1,0,1,9
10535,18-04-2017,2280701,1,0,1,9
10536,18-04-2017,2280711,21,90,1,9
10537,18-04-2017,2280741,1,0,1,9
10538,18-04-2017,2280761,3,0,1,9
10539,18-04-2017,2280771,1,0,1,9
10540,18-04-2017,2280781,1,0,1,9
10541,18-04-2017,2280791,1,0,1,9
10542,18-04-2017,2280831,1,0,1,9
10543,18-04-2017,2280881,2,0,1,9
10544,18-04-2017,2280961,1,0,1,9
10545,18-04-2017,2280971,1,0,1,9
10546,18-04-2017,2280991,1,0,1,9
10547,18-04-2017,2281011,1,0,1,9
10548,18-04-2017,2281021,1,0,1,9
10549,18-04-2017,2281081,1,0,1,9
10550,18-04-2017,2281091,1,0,1,9
10551,18-04-2017,2281101,1,0,1,9
10552,18-04-2017,2281121,2,0,1,9
10553,18-04-2017,2281141,3,32,1,9
10554,18-04-2017,2281161,4,0,1,9
10555,18-04-2017,2281181,3,0,1,9
10556,18-04-2017,2281181,4,0,1,9
10557,18-04-2017,2281191,1,0,1,9
10558,18-04-2017,2281271,1,0,1,9
10559,18-04-2017,2281291,1,0,1,9
10560,18-04-2017,2281301,2,0,1,9
10561,18-04-2017,2281311,4,61,1,9
10562,18-04-2017,2281331,1,0,1,9
10563,18-04-2017,2281341,1,0,1,9
10564,18-04-2017,2281361,18,117,1,9
10565,18-04-2017,2281381,7,32,1,9
10566,18-04-2017,2281391,1,0,1,9
10567,18-04-2017,2281401,1,0,1,9
10568,18-04-2017,2281421,7,32,1,9
10569,18-04-2017,2281441,1,0,1,9
10570,18-04-2017,2281451,1,0,1,9
10571,18-04-2017,2281471,4,0,1,9
10572,18-04-2017,2281491,1,0,1,9
10573,18-04-2017,2281511,1,0,1,9
10574,18-04-2017,2281541,3,0,1,9
10575,18-04-2017,2281581,2,0,1,9
10576,18-04-2017,2281591,3,0,1,9
15119,23-04-2017,2281591,6,5,1,9
10577,18-04-2017,2281621,2,0,1,9
10578,18-04-2017,2281631,1,0,1,9
10579,18-04-2017,2281641,2,6,1,9
10580,18-04-2017,2281681,1,0,1,9
10581,18-04-2017,2281691,4,31,1,9
10582,18-04-2017,2281701,1,0,1,9
10583,18-04-2017,2281711,1,0,1,9
10584,18-04-2017,2281721,2,0,1,9
10585,18-04-2017,2281741,3,0,1,9
10586,18-04-2017,2281751,1,0,1,9
10587,18-04-2017,2281771,2,0,1,9
14525,19-04-2017,2281771,3,0,1,9
10588,18-04-2017,2281801,1,0,1,9
10589,18-04-2017,2281821,1,0,1,9
10590,18-04-2017,2281841,1,0,1,9
10591,18-04-2017,2281851,1,0,1,9
10592,18-04-2017,2281871,1,0,1,9
10593,18-04-2017,2281881,1,0,1,9
10594,18-04-2017,2281901,1,0,1,9
10595,18-04-2017,2281921,5,2,1,9
10596,18-04-2017,2281931,3,0,1,9
10597,18-04-2017,2281941,1,0,1,9
10598,18-04-2017,2281981,2,0,1,9
10599,18-04-2017,2281991,1,0,1,9
10600,18-04-2017,2282011,1,0,1,9
10601,18-04-2017,2282041,2,0,1,9
10602,18-04-2017,2282071,7,4,1,9
10603,18-04-2017,2282161,1,0,1,9
10604,18-04-2017,2282201,2,0,1,9
10605,18-04-2017,2282231,1,0,1,9
10606,18-04-2017,2282241,6,31,1,9
10607,18-04-2017,2282251,3,0,1,9
10608,18-04-2017,2282261,22,27,1,9
10609,18-04-2017,2282311,2,0,1,9
10610,18-04-2017,2282321,2,0,1,9
10611,18-04-2017,2282331,1,0,1,9
10612,18-04-2017,2282341,1,0,1,9
10613,18-04-2017,2282351,1,0,1,9
10614,18-04-2017,2282371,8,50,1,9
10615,18-04-2017,2282411,1,0,1,9
10616,18-04-2017,2282431,1,0,1,9
10617,18-04-2017,2282471,1,0,1,9
10618,18-04-2017,2282491,1,0,1,9
10619,18-04-2017,2282511,4,0,1,9
10620,18-04-2017,2282511,5,0,1,9
10621,18-04-2017,2282511,6,0,1,9
14526,19-04-2017,2282511,2,0,1,9
10622,18-04-2017,2282531,1,0,1,9
10623,18-04-2017,2282571,2,0,1,9
10624,18-04-2017,2282621,7,1,1,9
10625,18-04-2017,2282631,1,0,1,9
10626,18-04-2017,2282651,2,0,1,9
10627,18-04-2017,2282661,1,0,1,9
10628,18-04-2017,2282671,1,0,1,9
10629,18-04-2017,2282681,3,0,1,9
10630,18-04-2017,2282701,1,0,1,9
10631,18-04-2017,2282721,1,0,1,9
10632,18-04-2017,2282741,1,0,1,9
10633,18-04-2017,2282751,1,0,1,9
10634,18-04-2017,2282761,1,0,1,9
10635,18-04-2017,2282771,1,0,1,9
10636,18-04-2017,2282831,1,0,1,9
10637,18-04-2017,2282841,2,0,1,9
10638,18-04-2017,2282851,15,62,1,9
10639,18-04-2017,2282871,3,6,1,9
10640,18-04-2017,2282881,13,32,1,9
10641,18-04-2017,2282891,1,0,1,9
10642,18-04-2017,2282911,4,0,1,9
10643,18-04-2017,2282921,3,0,1,9
10644,18-04-2017,2282941,1,0,1,9
10645,18-04-2017,2282951,2,0,1,9
10646,18-04-2017,2283021,1,0,1,9
10647,18-04-2017,2283041,1,0,1,9
10648,18-04-2017,2283061,4,0,1,9
10649,18-04-2017,2283081,2,0,1,9
10650,18-04-2017,2283111,2,0,1,9
