,date,transactionId,sessionsToTransaction,daysToTransaction,transactions,transactionRevenue
3854,18-04-2017,2119511,2,0,1,9
3855,18-04-2017,2119531,1,0,1,9
3856,18-04-2017,2119581,2,0,1,9
3857,18-04-2017,2119591,2,5,1,9
3858,18-04-2017,2119601,2,0,1,9
3859,18-04-2017,2119661,2,0,1,9
3860,18-04-2017,2119681,3,0,1,9
3861,18-04-2017,2119731,1,0,1,9
3862,18-04-2017,2119761,2,0,1,9
3863,18-04-2017,2119781,1,0,1,9
3864,18-04-2017,2119791,2,0,1,9
3865,18-04-2017,2119801,1,0,1,9
3866,18-04-2017,2119821,1,0,1,9
3867,18-04-2017,2119831,1,0,1,9
3868,18-04-2017,2119911,1,0,1,9
3869,18-04-2017,2119951,5,0,1,9
3870,18-04-2017,2119961,1,0,1,9
3871,18-04-2017,2120001,1,0,1,9
3872,18-04-2017,2120041,1,0,1,9
3873,18-04-2017,2120101,2,0,1,9
3874,18-04-2017,2120101,3,0,1,9
3875,18-04-2017,2120121,1,0,1,9
3876,18-04-2017,2120141,1,0,1,9
3877,18-04-2017,2120171,3,0,1,9
14424,19-04-2017,2120171,4,1,1,9
3878,18-04-2017,2120181,3,0,1,9
3879,18-04-2017,2120201,1,0,1,9
3880,18-04-2017,2120241,2,20,1,9
3881,18-04-2017,2120261,5,1,1,9
3882,18-04-2017,2120291,3,0,1,9
3883,18-04-2017,2120321,3,0,1,9
3884,18-04-2017,2120371,2,0,1,9
14425,19-04-2017,2120371,3,0,1,9
3885,18-04-2017,2120381,2,0,1,9
3886,18-04-2017,2120411,1,0,1,9
3887,18-04-2017,2120481,1,0,1,9
3888,18-04-2017,2120511,1,0,1,9
3889,18-04-2017,2120561,1,0,1,9
3890,18-04-2017,2120631,1,0,1,9
3891,18-04-2017,2120651,4,0,1,9
3892,18-04-2017,2120671,1,0,1,9
3893,18-04-2017,2120711,1,0,1,9
3894,18-04-2017,2120731,2,0,1,9
3895,18-04-2017,2120771,3,0,1,9
3896,18-04-2017,2120781,1,0,1,9
3897,18-04-2017,2120811,1,0,1,9
3898,18-04-2017,2120861,6,3,1,9
3899,18-04-2017,2120881,1,0,1,9
3900,18-04-2017,2120941,2,0,1,9
3901,18-04-2017,2120951,3,3,1,9
3902,18-04-2017,2120971,2,0,1,9
3903,18-04-2017,2121011,1,0,1,9
3904,18-04-2017,2121021,2,0,1,9
3905,18-04-2017,2121081,1,0,1,9
3906,18-04-2017,2121091,1,0,1,9
3907,18-04-2017,2121101,2,0,1,9
3908,18-04-2017,2121151,2,0,1,9
3909,18-04-2017,2121161,1,0,1,9
3910,18-04-2017,2121161,2,0,1,9
14426,19-04-2017,2121161,3,0,1,9
14427,19-04-2017,2121161,4,1,1,9
3911,18-04-2017,2121171,1,0,1,9
3912,18-04-2017,2121181,1,0,1,9
3913,18-04-2017,2121201,1,0,1,9
3914,18-04-2017,2121221,1,0,1,9
3915,18-04-2017,2121231,7,32,1,9
3916,18-04-2017,2121261,5,36,1,9
3917,18-04-2017,2121281,6,38,1,9
3918,18-04-2017,2121321,4,0,1,9
3919,18-04-2017,2121341,2,0,1,9
3920,18-04-2017,2121361,1,0,1,9
3921,18-04-2017,2121391,2,0,1,9
3922,18-04-2017,2121431,6,31,1,9
3923,18-04-2017,2121471,1,0,1,9
3924,18-04-2017,2121511,1,0,1,9
3925,18-04-2017,2121551,1,0,1,9
3926,18-04-2017,2121581,1,0,1,9
3927,18-04-2017,2121601,2,21,1,9
3928,18-04-2017,2121621,1,0,1,9
3929,18-04-2017,2121641,18,90,1,9
3930,18-04-2017,2121681,1,0,1,9
3931,18-04-2017,2121751,8,3,1,9
3932,18-04-2017,2121751,9,3,1,9
3933,18-04-2017,2121761,1,0,1,9
3934,18-04-2017,2121781,1,0,1,9
3935,18-04-2017,2121801,1,0,1,9
3936,18-04-2017,2121811,1,0,1,9
3937,18-04-2017,2121821,1,0,1,9
3938,18-04-2017,2121941,3,0,1,9
3939,18-04-2017,2121981,2,1,1,9
3940,18-04-2017,2121991,1,0,1,9
3941,18-04-2017,2122111,3,0,1,9
3942,18-04-2017,2122121,4,4,1,9
3943,18-04-2017,2122141,1,0,1,9
3944,18-04-2017,2122171,13,62,1,9
3945,18-04-2017,2122181,1,0,1,9
3946,18-04-2017,2122191,1,0,1,9
3947,18-04-2017,2122191,2,0,1,9
3948,18-04-2017,2122221,1,0,1,9
3949,18-04-2017,2122231,2,0,1,9
3950,18-04-2017,2122251,1,0,1,9
3951,18-04-2017,2122261,4,3,1,9
3952,18-04-2017,2122271,2,0,1,9
3953,18-04-2017,2122281,1,0,1,9
3954,18-04-2017,2122291,1,0,1,9
3955,18-04-2017,2122301,2,0,1,9
3956,18-04-2017,2122331,1,0,1,9
3957,18-04-2017,2122351,1,0,1,9
3958,18-04-2017,2122381,1,0,1,9
3959,18-04-2017,2122381,2,0,1,9
14428,19-04-2017,2122381,3,0,1,9
3960,18-04-2017,2122411,5,6,1,9
3961,18-04-2017,2122461,2,0,1,9
3962,18-04-2017,2122461,3,0,1,9
3963,18-04-2017,2122471,12,90,1,9
3964,18-04-2017,2122561,1,0,1,9
3965,18-04-2017,2122601,4,24,1,9
3966,18-04-2017,2122621,1,0,1,9
3967,18-04-2017,2122641,1,0,1,9
3968,18-04-2017,2122651,1,0,1,9
3969,18-04-2017,2122661,3,0,1,9
3970,18-04-2017,2122691,1,0,1,9
3971,18-04-2017,2122731,1,0,1,9
3972,18-04-2017,2122741,2,0,1,9
3973,18-04-2017,2122771,2,61,1,9
3974,18-04-2017,2122781,2,0,1,9
3975,18-04-2017,2122841,3,0,1,9
3976,18-04-2017,2122871,2,0,1,9
3977,18-04-2017,2122911,3,0,1,9
3978,18-04-2017,2122921,2,0,1,9
3979,18-04-2017,2122951,2,0,1,9
3980,18-04-2017,2122981,2,0,1,9
3981,18-04-2017,2122991,11,29,1,9
3982,18-04-2017,2123051,8,31,1,9
3983,18-04-2017,2123071,2,31,1,9
3984,18-04-2017,2123141,1,0,1,9
3985,18-04-2017,2123181,1,0,1,9
3986,18-04-2017,2123261,1,0,1,9
3987,18-04-2017,2123331,3,0,1,9
3988,18-04-2017,2123331,4,0,1,9
3989,18-04-2017,2123341,5,54,1,9
3990,18-04-2017,2123371,1,0,1,9
3991,18-04-2017,2123431,1,0,1,9
3992,18-04-2017,2123471,3,61,1,9
3993,18-04-2017,2123491,2,0,1,9
3994,18-04-2017,2123501,1,0,1,9
3995,18-04-2017,2123551,6,32,1,9
3996,18-04-2017,2123561,1,0,1,9
3997,18-04-2017,2123651,1,0,1,9
3998,18-04-2017,2123661,3,0,1,9
3999,18-04-2017,2123721,1,0,1,9
4000,18-04-2017,2123731,2,0,1,9
4001,18-04-2017,2123741,2,20,1,9
4002,18-04-2017,2123781,1,0,1,9
4003,18-04-2017,2123791,1,0,1,9
4004,18-04-2017,2123801,1,0,1,9
4005,18-04-2017,2123841,3,41,1,9
4006,18-04-2017,2123851,1,0,1,9
4007,18-04-2017,2123871,2,31,1,9
4008,18-04-2017,2123911,1,0,1,9
14705,20-04-2017,2123911,2,1,1,9
4009,18-04-2017,2123971,1,0,1,9
4010,18-04-2017,2123981,2,0,1,9
4011,18-04-2017,2124011,2,0,1,9
4012,18-04-2017,2124041,1,0,1,9
4013,18-04-2017,2124051,8,6,1,9
4014,18-04-2017,2124081,2,0,1,9
4015,18-04-2017,2124111,1,0,1,9
4016,18-04-2017,2124131,1,0,1,9
4017,18-04-2017,2124151,1,0,1,9
4018,18-04-2017,2124201,1,0,1,9
4019,18-04-2017,2124211,3,27,1,9
4020,18-04-2017,2124221,2,0,1,9
4021,18-04-2017,2124251,1,0,1,9
4022,18-04-2017,2124291,2,0,1,9
4023,18-04-2017,2124351,3,12,1,9
4024,18-04-2017,2124361,2,0,1,9
4025,18-04-2017,2124371,1,0,1,9
4026,18-04-2017,2124381,8,32,1,9
4027,18-04-2017,2124401,1,0,1,9
4028,18-04-2017,2124431,1,0,1,9
4029,18-04-2017,2124441,1,0,1,9
4030,18-04-2017,2124451,2,0,1,9
4031,18-04-2017,2124461,1,0,1,9
4032,18-04-2017,2124511,4,4,1,9
4033,18-04-2017,2124521,1,0,1,9
4034,18-04-2017,2124531,1,0,1,9
4035,18-04-2017,2124551,3,32,1,9
4036,18-04-2017,2124601,5,0,1,9
4037,18-04-2017,2124651,4,0,1,9
4038,18-04-2017,2124671,1,0,1,9
4039,18-04-2017,2124721,1,0,1,9
4040,18-04-2017,2124731,1,0,1,9
4041,18-04-2017,2124791,2,0,1,9
4042,18-04-2017,2124811,1,0,1,9
4043,18-04-2017,2124871,1,0,1,9
4044,18-04-2017,2124881,1,0,1,9
4045,18-04-2017,2124921,1,0,1,9
4046,18-04-2017,2124981,1,0,1,9
4047,18-04-2017,2124991,3,1,1,9
4048,18-04-2017,2125041,1,0,1,9
4049,18-04-2017,2125051,1,0,1,9
4050,18-04-2017,2125081,1,0,1,9
4051,18-04-2017,2125131,5,1,1,9
4052,18-04-2017,2125161,3,11,1,9
4053,18-04-2017,2125181,4,7,1,9
4054,18-04-2017,2125211,1,0,1,9
4055,18-04-2017,2125221,1,0,1,9
4056,18-04-2017,2125281,1,0,1,9
4057,18-04-2017,2125301,1,0,1,9
4058,18-04-2017,2125351,2,31,1,9
4059,18-04-2017,2125361,2,0,1,9
4060,18-04-2017,2125431,2,0,1,9
4061,18-04-2017,2125471,1,0,1,9
4062,18-04-2017,2125491,1,0,1,9
4063,18-04-2017,2125531,1,0,1,9
4064,18-04-2017,2125551,1,0,1,9
4065,18-04-2017,2125571,1,0,1,9
4066,18-04-2017,2125581,1,0,1,9
4067,18-04-2017,2125641,1,0,1,9
4068,18-04-2017,2125691,7,31,1,9
4069,18-04-2017,2125701,1,0,1,9
4070,18-04-2017,2125861,1,0,1,9
4071,18-04-2017,2125911,2,0,1,9
4072,18-04-2017,2125921,2,0,1,9
4073,18-04-2017,2125951,1,0,1,9
4074,18-04-2017,2125981,1,0,1,9
4075,18-04-2017,2126041,2,0,1,9
4076,18-04-2017,2126041,3,0,1,9
4077,18-04-2017,2126051,1,0,1,9
4078,18-04-2017,2126061,2,0,1,9
4079,18-04-2017,2126081,1,0,1,9
4080,18-04-2017,2126091,1,0,1,9
4081,18-04-2017,2126101,2,0,1,9
4082,18-04-2017,2126111,1,0,1,9
4083,18-04-2017,2126121,7,11,1,9
4084,18-04-2017,2126171,1,0,1,9
4085,18-04-2017,2126181,1,0,1,9
4086,18-04-2017,2126191,2,0,1,9
4087,18-04-2017,2126201,1,0,1,9
4088,18-04-2017,2126231,1,0,1,9
4089,18-04-2017,2126241,4,45,1,9
4090,18-04-2017,2126251,1,0,1,9
4091,18-04-2017,2126261,1,0,1,9
4092,18-04-2017,2126281,4,0,1,9
4093,18-04-2017,2126301,1,0,1,9
4094,18-04-2017,2126311,5,24,1,9
4095,18-04-2017,2126321,1,0,1,9
4096,18-04-2017,2126341,6,17,1,9
4097,18-04-2017,2126361,2,0,1,9
4098,18-04-2017,2126371,7,29,1,9
4099,18-04-2017,2126381,2,0,1,9
4100,18-04-2017,2126391,3,0,1,9
4101,18-04-2017,2126411,2,0,1,9
4102,18-04-2017,2126431,1,0,1,9
4103,18-04-2017,2126471,1,0,1,9
4104,18-04-2017,2126501,1,0,1,9
4105,18-04-2017,2126561,1,0,1,9
4106,18-04-2017,2126601,1,0,1,9
4107,18-04-2017,2126631,1,0,1,9
4108,18-04-2017,2126691,3,0,1,9
4109,18-04-2017,2126701,1,0,1,9
4110,18-04-2017,2126711,3,0,1,9
4111,18-04-2017,2126721,1,0,1,9
4112,18-04-2017,2126731,1,0,1,9
14706,20-04-2017,2126731,2,1,1,9
4113,18-04-2017,2126741,4,90,1,9
4114,18-04-2017,2126751,10,36,1,9
4115,18-04-2017,2126771,1,0,1,9
4116,18-04-2017,2126781,3,3,1,9
14429,19-04-2017,2126781,4,5,1,9
4117,18-04-2017,2126851,11,32,1,9
4118,18-04-2017,2126891,3,0,1,9
4119,18-04-2017,2126911,1,0,1,9
14430,19-04-2017,2126911,2,0,1,9
14431,19-04-2017,2126911,3,1,1,9
14432,19-04-2017,2126911,4,1,1,9
4120,18-04-2017,2126951,1,0,1,9
4121,18-04-2017,2126961,1,0,1,9
4122,18-04-2017,2126971,1,0,1,9
4123,18-04-2017,2126981,4,32,1,9
4124,18-04-2017,2127001,1,0,1,9
4125,18-04-2017,2127011,2,0,1,9
4126,18-04-2017,2127061,1,0,1,9
4127,18-04-2017,2127081,1,0,1,9
4128,18-04-2017,2127111,1,0,1,9
4129,18-04-2017,2127131,1,0,1,9
4130,18-04-2017,2127141,3,0,1,9
4131,18-04-2017,2127151,1,0,1,9
4132,18-04-2017,2127161,1,0,1,9
4133,18-04-2017,2127181,1,0,1,9
4134,18-04-2017,2127201,1,0,1,9
4135,18-04-2017,2127211,2,0,1,9
4136,18-04-2017,2127271,2,0,1,9
4137,18-04-2017,2127281,1,0,1,9
4138,18-04-2017,2127291,3,0,1,9
4139,18-04-2017,2127301,2,0,1,9
4140,18-04-2017,2127311,10,31,1,9
4141,18-04-2017,2127321,1,0,1,9
14433,19-04-2017,2127321,2,0,1,9
14434,19-04-2017,2127321,3,0,1,9
4142,18-04-2017,2127341,2,5,1,9
4143,18-04-2017,2127361,8,32,1,9
4144,18-04-2017,2127401,2,0,1,9
4145,18-04-2017,2127451,1,0,1,9
4146,18-04-2017,2127461,1,0,1,9
4147,18-04-2017,2127481,1,0,1,9
4148,18-04-2017,2127561,2,0,1,9
4149,18-04-2017,2127591,2,0,1,9
4150,18-04-2017,2127611,1,0,1,9
14435,19-04-2017,2127611,2,0,1,9
14436,19-04-2017,2127611,3,1,1,9
4151,18-04-2017,2127621,4,4,1,9
4152,18-04-2017,2127661,1,0,1,9
4153,18-04-2017,2127691,1,0,1,9
4154,18-04-2017,2127701,5,3,1,9
4155,18-04-2017,2127711,3,0,1,9
4156,18-04-2017,2127721,1,0,1,9
4157,18-04-2017,2127791,2,0,1,9
4158,18-04-2017,2127851,5,0,1,9
4159,18-04-2017,2127861,2,0,1,9
4160,18-04-2017,2127901,2,32,1,9
4161,18-04-2017,2127911,2,0,1,9
4162,18-04-2017,2127921,1,0,1,9
4163,18-04-2017,2127931,1,0,1,9
4164,18-04-2017,2127951,1,0,1,9
4165,18-04-2017,2127971,1,0,1,9
4166,18-04-2017,2127991,1,0,1,9
4167,18-04-2017,2128021,1,0,1,9
4168,18-04-2017,2128041,2,0,1,9
4169,18-04-2017,2128051,1,0,1,9
4170,18-04-2017,2128101,4,31,1,9
4171,18-04-2017,2128121,1,0,1,9
4172,18-04-2017,2128131,2,0,1,9
4173,18-04-2017,2128141,2,0,1,9
4174,18-04-2017,2128161,26,31,1,9
4175,18-04-2017,2128161,27,31,1,9
4176,18-04-2017,2128161,28,32,1,9
4177,18-04-2017,2128171,1,0,1,9
4178,18-04-2017,2128201,1,0,1,9
4179,18-04-2017,2128221,1,0,1,9
4180,18-04-2017,2128251,5,32,1,9
4181,18-04-2017,2128271,1,0,1,9
4182,18-04-2017,2128331,1,0,1,9
4183,18-04-2017,2128441,1,0,1,9
4184,18-04-2017,2128461,1,0,1,9
4185,18-04-2017,2128501,2,0,1,9
4186,18-04-2017,2128541,1,0,1,9
4187,18-04-2017,2128561,3,31,1,9
4188,18-04-2017,2128571,4,5,1,9
4189,18-04-2017,2128611,1,0,1,9
4190,18-04-2017,2128701,1,0,1,9
4191,18-04-2017,2128721,1,0,1,9
4192,18-04-2017,2128731,2,0,1,9
4193,18-04-2017,2128741,1,0,1,9
4194,18-04-2017,2128791,3,13,1,9
4195,18-04-2017,2128811,2,0,1,9
4196,18-04-2017,2128811,3,0,1,9
4197,18-04-2017,2128811,4,0,1,9
4198,18-04-2017,2128821,2,0,1,9
4199,18-04-2017,2128831,2,0,1,9
4200,18-04-2017,2128911,1,0,1,9
4201,18-04-2017,2128951,2,0,1,9
4202,18-04-2017,2128991,1,0,1,9
4203,18-04-2017,2129041,1,0,1,9
4204,18-04-2017,2129051,2,0,1,9
4205,18-04-2017,2129151,1,0,1,9
4206,18-04-2017,2129201,1,0,1,9
4207,18-04-2017,2129221,1,0,1,9
4208,18-04-2017,2129221,2,0,1,9
4209,18-04-2017,2129221,3,0,1,9
4210,18-04-2017,2129261,3,0,1,9
4211,18-04-2017,2129291,1,0,1,9
4212,18-04-2017,2129351,1,0,1,9
4213,18-04-2017,2129401,3,17,1,9
4214,18-04-2017,2129411,12,13,1,33750
4215,18-04-2017,2129431,2,62,1,9
4216,18-04-2017,2129481,4,32,1,9
4217,18-04-2017,2129521,1,0,1,9
4218,18-04-2017,2129551,1,0,1,9
4219,18-04-2017,2129591,1,0,1,9
4220,18-04-2017,2129601,1,0,1,9
4221,18-04-2017,2129641,1,0,1,9
4222,18-04-2017,2129661,3,0,1,9
4223,18-04-2017,2129681,1,0,1,9
4224,18-04-2017,2129691,1,0,2,18
4225,18-04-2017,2129721,1,0,1,9
4226,18-04-2017,2129731,1,0,1,9
4227,18-04-2017,2129751,1,0,1,9
4228,18-04-2017,2129791,2,0,1,9
4229,18-04-2017,2129811,20,32,1,9
4230,18-04-2017,2129821,2,0,1,9
4231,18-04-2017,2129871,1,0,1,9
4232,18-04-2017,2129911,1,0,1,9
4233,18-04-2017,2129921,1,0,1,9
4234,18-04-2017,2129971,1,0,1,9
4235,18-04-2017,2129981,1,0,1,9
4236,18-04-2017,2130011,1,0,1,9
4237,18-04-2017,2130031,4,6,1,9
4238,18-04-2017,2130051,3,0,1,9
4239,18-04-2017,2130081,2,0,1,9
4240,18-04-2017,2130091,2,0,1,9
4241,18-04-2017,2130141,5,1,1,9
4242,18-04-2017,2130181,2,0,1,9
4243,18-04-2017,2130201,4,0,1,9
4244,18-04-2017,2130201,5,0,1,9
4245,18-04-2017,2130211,1,0,1,9
4246,18-04-2017,2130231,1,0,1,9
4247,18-04-2017,2130251,2,0,1,9
4248,18-04-2017,2130261,3,1,1,9
4249,18-04-2017,2130321,5,31,1,9
4250,18-04-2017,2130351,1,0,1,9
4251,18-04-2017,2130361,1,0,1,9
4252,18-04-2017,2130401,1,0,1,9
4253,18-04-2017,2130451,2,0,1,9
4254,18-04-2017,2130471,3,4,1,9
4255,18-04-2017,2130521,2,0,1,9
4256,18-04-2017,2130541,3,0,1,9
4257,18-04-2017,2130551,2,0,1,9
14437,19-04-2017,2130551,3,1,1,9
4258,18-04-2017,2130591,3,0,1,9
4259,18-04-2017,2130611,1,0,1,9
4260,18-04-2017,2130621,2,0,1,9
4261,18-04-2017,2130661,1,0,1,9
4262,18-04-2017,2130681,1,0,1,9
4263,18-04-2017,2130681,2,0,1,9
4264,18-04-2017,2130721,1,0,1,9
4265,18-04-2017,2130731,4,12,1,9
4266,18-04-2017,2130801,1,0,1,9
4267,18-04-2017,2130841,2,31,1,9
4268,18-04-2017,2130861,1,0,1,9
4269,18-04-2017,2130871,4,32,1,9
4270,18-04-2017,2130901,1,0,1,9
4271,18-04-2017,2130921,1,0,1,9
4272,18-04-2017,2130931,1,0,1,9
4273,18-04-2017,2130971,2,0,1,9
4274,18-04-2017,2131021,1,0,1,9
4275,18-04-2017,2131031,1,0,1,9
4276,18-04-2017,2131041,1,0,1,9
4277,18-04-2017,2131091,1,0,1,9
4278,18-04-2017,2131111,1,0,1,9
4279,18-04-2017,2131121,1,0,1,9
4280,18-04-2017,2131131,1,0,1,9
4281,18-04-2017,2131191,2,0,1,9
14438,19-04-2017,2131191,3,1,1,9
4282,18-04-2017,2131201,2,0,1,9
4283,18-04-2017,2131211,2,0,1,9
4284,18-04-2017,2131271,3,1,1,9
4285,18-04-2017,2131401,1,0,1,9
4286,18-04-2017,2131401,2,0,1,9
4287,18-04-2017,2131411,1,0,1,9
4288,18-04-2017,2131461,2,0,1,9
4289,18-04-2017,2131521,1,0,1,9
4290,18-04-2017,2131581,24,30,1,9
4291,18-04-2017,2131601,1,0,1,9
4292,18-04-2017,2131601,2,0,1,9
4293,18-04-2017,2131621,5,61,1,9
4294,18-04-2017,2131641,3,0,1,9
4295,18-04-2017,2131661,1,0,1,9
4296,18-04-2017,2131671,1,0,1,9
4297,18-04-2017,2131721,3,78,1,9
4298,18-04-2017,2131721,4,78,1,9
4299,18-04-2017,2131731,12,32,1,9
4300,18-04-2017,2131771,2,12,1,9
4301,18-04-2017,2131801,1,0,1,9
4302,18-04-2017,2131811,3,0,1,9
4303,18-04-2017,2131871,2,4,1,9
4304,18-04-2017,2131901,4,0,1,9
4305,18-04-2017,2131981,1,0,1,9
4306,18-04-2017,2131991,1,0,1,9
4307,18-04-2017,2132001,3,0,1,9
4308,18-04-2017,2132011,1,0,1,9
4309,18-04-2017,2132021,1,0,1,9
4310,18-04-2017,2132031,1,0,1,9
4311,18-04-2017,2132041,1,0,1,9
4312,18-04-2017,2132061,4,0,1,9
4313,18-04-2017,2132141,1,0,1,9
4314,18-04-2017,2132161,1,0,1,9
4315,18-04-2017,2132171,1,0,1,9
4316,18-04-2017,2132181,2,0,1,9
4317,18-04-2017,2132191,1,0,1,9
4318,18-04-2017,2132201,1,0,1,9
4319,18-04-2017,2132211,1,0,1,9
4320,18-04-2017,2132241,2,0,1,9
4321,18-04-2017,2132261,5,34,1,9
4322,18-04-2017,2132271,1,0,1,9
4323,18-04-2017,2132351,1,0,1,9
4324,18-04-2017,2132401,2,0,1,9
4325,18-04-2017,2132431,11,123,1,9
4326,18-04-2017,2132461,2,0,1,9
14439,19-04-2017,2132461,3,0,1,9
4327,18-04-2017,2132481,1,0,1,9
4328,18-04-2017,2132491,1,0,1,9
4329,18-04-2017,2132521,1,0,1,9
4330,18-04-2017,2132551,1,0,1,9
4331,18-04-2017,2132571,1,0,1,9
4332,18-04-2017,2132571,2,0,1,9
4333,18-04-2017,2132571,3,0,1,9
4334,18-04-2017,2132571,4,0,1,9
4335,18-04-2017,2132571,5,0,1,9
4336,18-04-2017,2132571,6,0,1,9
14440,19-04-2017,2132571,10,1,1,9
14441,19-04-2017,2132571,11,1,1,9
14442,19-04-2017,2132571,7,0,1,9
14443,19-04-2017,2132571,8,1,1,9
14444,19-04-2017,2132571,9,1,1,9
14925,21-04-2017,2132571,12,3,1,9
15043,22-04-2017,2132571,13,4,1,9
15113,23-04-2017,2132571,14,4,1,9
4337,18-04-2017,2132611,1,0,1,9
4338,18-04-2017,2132651,1,0,1,9
4339,18-04-2017,2132701,1,0,1,9
4340,18-04-2017,2132721,1,0,1,9
4341,18-04-2017,2132731,2,0,1,9
4342,18-04-2017,2132761,1,0,1,9
4343,18-04-2017,2132781,2,0,1,9
4344,18-04-2017,2132821,2,0,1,9
4345,18-04-2017,2132851,1,0,1,9
4346,18-04-2017,2132861,1,0,1,9
4347,18-04-2017,2132891,2,0,1,9
4348,18-04-2017,2132911,1,0,1,9
4349,18-04-2017,2132991,1,0,1,9
4350,18-04-2017,2133001,2,0,1,9
4351,18-04-2017,2133031,1,0,1,9
4352,18-04-2017,2133071,1,0,1,9
4353,18-04-2017,2133121,1,0,1,9
4354,18-04-2017,2133131,4,6,1,9
4355,18-04-2017,2133151,2,0,1,9
4356,18-04-2017,2133191,3,0,1,9
4357,18-04-2017,2133211,4,4,1,9
4358,18-04-2017,2133281,3,0,1,9
4359,18-04-2017,2133321,1,0,1,9
4360,18-04-2017,2133391,1,0,1,9
4361,18-04-2017,2133411,1,0,1,9
4362,18-04-2017,2133451,2,0,1,9
4363,18-04-2017,2133471,8,31,1,9
4364,18-04-2017,2133481,1,0,1,9
4365,18-04-2017,2133511,1,0,1,9
4366,18-04-2017,2133521,3,22,1,9
4367,18-04-2017,2133561,2,0,1,9
4368,18-04-2017,2133571,4,1,1,9
4369,18-04-2017,2133581,1,0,1,9
4370,18-04-2017,2133621,2,0,1,9
4371,18-04-2017,2133651,1,0,1,9
4372,18-04-2017,2133681,18,45,1,9
4373,18-04-2017,2133751,1,0,1,9
4374,18-04-2017,2133761,1,0,1,9
4375,18-04-2017,2133871,4,0,1,9
4376,18-04-2017,2133891,1,0,1,9
4377,18-04-2017,2133931,1,0,1,9
4378,18-04-2017,2133941,1,0,1,9
4379,18-04-2017,2133971,4,13,1,9
4380,18-04-2017,2133971,5,14,1,9
4381,18-04-2017,2133991,1,0,1,9
4382,18-04-2017,2134081,1,0,1,9
4383,18-04-2017,2134091,5,34,1,9
4384,18-04-2017,2134111,1,0,1,9
4385,18-04-2017,2134151,1,0,1,9
4386,18-04-2017,2134161,1,0,1,9
4387,18-04-2017,2134191,1,0,1,9
4388,18-04-2017,2134201,1,0,1,9
4389,18-04-2017,2134221,1,0,1,9
4390,18-04-2017,2134241,1,0,1,9
4391,18-04-2017,2134251,1,0,1,9
4392,18-04-2017,2134301,1,0,1,9
4393,18-04-2017,2134311,2,0,1,9
4394,18-04-2017,2134401,2,0,1,9
4395,18-04-2017,2134431,1,0,1,9
4396,18-04-2017,2134441,1,0,1,9
4397,18-04-2017,2134451,6,3,1,9
4398,18-04-2017,2134491,1,0,1,9
4399,18-04-2017,2134561,1,0,1,9
4400,18-04-2017,2134611,1,0,1,9
4401,18-04-2017,2134661,1,0,1,9
4402,18-04-2017,2134681,1,0,1,9
4403,18-04-2017,2134701,1,0,1,9
4404,18-04-2017,2134781,3,0,1,9
4405,18-04-2017,2134821,6,37,1,9
4406,18-04-2017,2134831,1,0,1,9
4407,18-04-2017,2134841,11,34,1,9
4408,18-04-2017,2134931,4,13,1,9
4409,18-04-2017,2134971,1,0,1,9
4410,18-04-2017,2134981,1,0,1,9
4411,18-04-2017,2134991,1,0,1,9
4412,18-04-2017,2135001,6,32,1,9
4413,18-04-2017,2135001,7,32,1,9
16128,28-04-2017,2135001,8,41,1,9
4414,18-04-2017,2135011,1,0,1,9
4415,18-04-2017,2135021,2,0,1,9
4416,18-04-2017,2135051,1,0,1,9
4417,18-04-2017,2135091,1,0,1,9
4418,18-04-2017,2135111,4,4,1,9
4419,18-04-2017,2135161,2,0,1,9
4420,18-04-2017,2135171,3,0,1,9
4421,18-04-2017,2135191,2,0,1,9
4422,18-04-2017,2135201,5,1,1,9
4423,18-04-2017,2135221,2,0,1,9
4424,18-04-2017,2135261,1,0,1,9
4425,18-04-2017,2135271,1,0,1,9
4426,18-04-2017,2135291,3,0,1,9
4427,18-04-2017,2135301,4,32,1,9
4428,18-04-2017,2135311,2,0,1,9
4429,18-04-2017,2135311,3,0,1,9
4430,18-04-2017,2135341,1,0,1,9
4431,18-04-2017,2135371,2,0,1,9
4432,18-04-2017,2135401,1,0,1,9
4433,18-04-2017,2135411,4,0,1,9
4434,18-04-2017,2135431,1,0,1,9
4435,18-04-2017,2135461,1,0,1,9
4436,18-04-2017,2135471,1,0,1,9
4437,18-04-2017,2135491,1,0,1,9
4438,18-04-2017,2135501,1,0,1,9
4439,18-04-2017,2135511,2,0,1,9
4440,18-04-2017,2135521,1,0,1,9
4441,18-04-2017,2135521,2,0,1,9
4442,18-04-2017,2135561,2,0,1,9
4443,18-04-2017,2135601,4,0,1,9
4444,18-04-2017,2135611,2,0,1,9
4445,18-04-2017,2135621,1,0,1,9
4446,18-04-2017,2135641,2,0,1,9
4447,18-04-2017,2135671,2,0,1,9
4448,18-04-2017,2135691,2,0,1,9
4449,18-04-2017,2135701,2,0,1,9
4450,18-04-2017,2135711,1,0,1,9
4451,18-04-2017,2135771,1,0,1,9
4452,18-04-2017,2135801,2,2,1,9
4453,18-04-2017,2135881,4,0,1,9
4454,18-04-2017,2135901,3,0,1,9
4455,18-04-2017,2135951,2,30,1,9
4456,18-04-2017,2135961,3,0,1,9
4457,18-04-2017,2135971,1,0,1,9
4458,18-04-2017,2136041,2,0,1,9
4459,18-04-2017,2136051,2,0,1,9
4460,18-04-2017,2136091,1,0,1,9
