customer_id,gender,product_title,vehicle_type,make,model,trim,year,Price,city,login_count
4299481,unknown,"Bajaj Pulsar 135 LS 135cc 2015",Motorcycle/Bike,bajaj,pulsar,135cc,2015,39999.00,gurgaon,0
20329991,unknown,"Bajaj Pulsar 135cc 2011",Motorcycle/Bike,bajaj,pulsar,135cc,2011,24500.00,Pulwana,0
20344391,unknown,"Volvo XC60 Momentum 2014","Premium / Super Car",volvo,xc60,momentum,2014,2975000.00,Pondicherry,0
3861951,unknown,"Auto Inspection - Bike Inspection","Auto Inspection",,,,,249.00,gurgaon,1
20252181,unknown,"Maruti Suzuki Alto LXi 2012",Car,"maruti suzuki",alto,lxi,2012,225000.00,Bagru,0
20343591,unknown,"Hero Splendor 100cc 2015",Motorcycle/Bike,hero,splendor,100cc,2015,42000.00,Delhi,0
20339291,unknown,"Honda Activa 110cc 2013",Scooter,honda,activa,110cc,2013,28500.00,delhi,0
20248811,unknown,"Mahindra XUV500 W8 2012",Car,mahindra,xuv500,w8,2012,750000.00,Ludhiana,0
20361581,unknown,"Maruti Suzuki Swift VXi 2006",Car,"maruti suzuki",swift,vxi,2006,57000.00,Chandrapur,0
20362381,unknown,"Maruti Suzuki Alto LXi 2009",Car,"maruti suzuki",alto,lxi,2009,92000.00,Kanpur,0
20150801,unknown,"Suzuki  Access  125 2013",Scooter,suzuki,access,125,2013,32000.00,hyderabad,0
20356821,unknown,"Gift Certificate",,,,,0,1100.00,Midnapore,0
20356821,unknown,"Gift Certificate",,,,,0,1100.00,Midnapore,0
20356821,unknown,"Gift Certificate",,,,,0,100.00,Midnapore,0
20356821,unknown,"Gift Certificate",,,,,0,1000.00,Midnapore,0
20295901,unknown,"Honda Dio 110 2015",Scooter,honda,dio,110,2015,49000.00,Bangalore,0
20361301,unknown,"Audi Q7 3.0 TDI QUATTRO 2008","Premium / Super Car",audi,q7,"3.0 tdi quattro",2008,1300000.00,alibag,0
20374641,unknown,"Honda Dream Neo 110cc 2015",Motorcycle/Bike,honda,"dream neo",110cc,2015,34500.00,Amreli,0
20339581,unknown,"Yamaha Fascino 110cc 2016",Scooter,yamaha,fascino,110cc,2016,42999.00,delhi,0
20346441,unknown,"TVS Jupiter 110cc 2014",Scooter,tvs,jupiter,110cc,2014,36500.00,Delhi,0
1871841,unknown,"Honda Activa 110cc 2008",Scooter,honda,activa,110cc,2008,13000.00,jhansi,1
20267881,unknown,"Mercedes-Benz GLA 200 CDI Sport 2015","Premium / Super Car",mercedes-benz,gla,"200 cdi sport",2015,2825000.00,mumbai,0
20361301,unknown,Report,Reports,,,,,99.00,alibag,0
20381791,unknown,"Specialized Roubaix Sport 29 Inches 2016",Bicycle,Specialized,"Roubaix Sport","29 Inches",2016,27999.00,Hyderabad,0
20384341,unknown,"Gift Certificate",,,,,0,100.00,Jaunpur,0
20384341,unknown,"Gift Certificate",,,,,0,100.00,Jaunpur,0
20271041,unknown,"Maruti Suzuki Ertiga VDi 2014",Car,"maruti suzuki",ertiga,vdi,2014,620000.00,delhi,0
20297351,unknown,"Land Rover Freelander 2 SE 2012","Premium / Super Car","land rover","freelander 2",se,2012,2625000.00,mumbai,0
20372551,unknown,"Honda Dio 110 2013",Scooter,honda,dio,110,2013,40000.00,Chitradurga,0
13727281,unknown,"Yamaha YZFR15 2.0 150 2012",Motorcycle/Bike,yamaha,"yzfr15 2.0",150,2012,56000.00,Delhi,0
20387761,unknown,"Royal Enfield Classic 350cc 2015",Motorcycle/Bike,"royal enfield",classic,350cc,2015,105000.00,Bangalore,0
20342151,unknown,"Maruti Suzuki Alto LXi 2009",Car,"maruti suzuki",alto,lxi,2009,180000.00,Nanded,0
20253321,unknown,"Hyundai Santro Xing GL 2012",Car,hyundai,"santro xing",gl,2012,255000.00,panipat,0
20385251,unknown,"Yamaha FZs 150cc 2012",Motorcycle/Bike,yamaha,fzs,150cc,2012,34000.00,Gurgaon,0
20390101,unknown,"Yamaha YZF-R15 150cc 2013",Motorcycle/Bike,yamaha,yzf-r15,150cc,2013,58000.00,Delhi,0
