GA_REVENUE,daysSinceLastSession,browser,mobileDeviceBranding,newOrReturning,hour,dayOfWeekName,orderCouponCode,shoppingStage,transactions,checkoutOptions,buyToDetailRate,transactionsPerSession,transactionShipping,transactionTax,uniquePurchases,cartToDetailRate,quantityAddedToCart,quantityCheckedOut,quantityRemovedFromCart,sessions_to_transaction,days_to_transaction,type
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,OPPO,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Edge,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,69,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Coolpad,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,18,1
9,0,Chrome,Micromax,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Asus,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,2,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,2,1
9,0,Chrome,Micromax,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,10,38,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,29,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,30,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Lenovo,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,46,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,1,1
9,0,Chrome,iNew,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,200,0,0,2,0,0,0,0,5,29,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,24,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Amazon Silk,Amazon,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,InFocus,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,1,0,1
9,0,Chrome,OPPO,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Edge,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Asus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,5,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,(not set),Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,29,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,200,0,0,2,0,0,0,0,2,0,1
9,0,Chrome,Sony,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,4,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,30,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Edge,Nokia,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,YU,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Internet Explorer,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,3,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,2,0,1
9,0,Chrome,OPPO,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,24,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,7,52,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Lenovo,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,1,1
9,0,Chrome,LeEco,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Lenovo,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,200,0,0,2,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,YU,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,0,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Android Webview,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,(not set),Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,2,1
9,0,Android Webview,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Safari,Apple,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,22,30,1
9,0,Android Webview,Lenovo,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,iNew,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,29,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,29,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Samsung,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,LYF,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,0,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Huawei,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,(not set),Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Samsung,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,LYF,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,(not set),New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Android Webview,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Asus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Micromax,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Chrome,Micromax,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Lenovo,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Lenovo,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,(not set),Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,LeEco,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Gionee,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,24,1
9,10,Chrome,Asus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,26,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,29,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,29,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,1,1
9,0,Android Webview,Asus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,29,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,13,58,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,89,1
9,0,Chrome,LeTV,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,12,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,8,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,8,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Safari,Apple,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,OPPO,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Lenovo,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,8,4,1
9,0,Opera,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Android Webview,Asus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,26,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Sony,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Motorola,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,8,21,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Sony,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,54,92,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,7,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,11,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,LeTV,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Internet Explorer,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,OnePlus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,2,25,1
9,0,Chrome,OnePlus,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,2,0,1
9,0,Android Webview,YU,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,Lava,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Firefox,(not set),Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,1,Chrome,Xiaomi,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,1,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,2,1
9,0,Android Webview,Samsung,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Xiaomi,New Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,154,Chrome,Motorola,Returning Visitor,14,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
