GA_REVENUE,daysSinceLastSession,browser,mobileDeviceBranding,newOrReturning,hour,dayOfWeekName,orderCouponCode,shoppingStage,transactions,checkoutOptions,buyToDetailRate,transactionsPerSession,transactionShipping,transactionTax,uniquePurchases,cartToDetailRate,quantityAddedToCart,quantityCheckedOut,quantityRemovedFromCart,sessions_to_transaction,days_to_transaction,type
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,21,24,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
18,0,Chrome,Xiaomi,New Visitor,12,Friday,(not set),ALL_VISITS,2,(not set),0,0,0,0,2,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,1,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,1,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,2,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,15,43,1
9,5,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,29,1
9,0,Chrome,Motorola,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Micromax,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,2,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,2,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,29,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,29,1
9,29,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,51,1
9,0,Internet Explorer,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Android Webview,Xiaomi,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Apple,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,OnePlus,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,58,1
9,15,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,91,1
9,0,Chrome,Asus,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,1,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,15,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,87,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,14,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,18,121,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,24,34,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,2,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,29,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,29,1
9,0,Chrome,Lenovo,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,2,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Android Webview,Sony,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,13,54,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,91,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,1,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,3,1
9,29,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,10,59,1
9,0,Chrome,Samsung,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,2,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,58,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,29,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,91,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,1,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,28,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Internet Explorer,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,3,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,(not set),New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,200,0,0,2,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,9,29,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,18,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Xiaomi,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,1,1
9,0,Chrome,Samsung,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,12,30,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,16,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,16,1
9,2,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,8,7,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,15,29,1
9,59,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,1,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,20,46,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
18,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,2,(not set),0,0,0,0,2,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,29,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,29,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,7,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,7,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,8,29,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,30,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,(not set),Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,32,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,59,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,1,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,22,31,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Motorola,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,31,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,1,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Android Webview,Asus,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,0,1
9,0,Chrome,YU,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,Motorola,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Lenovo,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,150,0,0,3,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,3,1
9,17,Chrome,Samsung,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,36,1
9,0,Android Webview,Vivo,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Motorola,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,4,19,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,5,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,Samsung,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,6,3,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,26,Opera,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,26,1
9,0,Chrome,Xiaomi,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,2,0,0,0,0,2,0,1
9,0,Chrome,Micromax,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,7,1,1
9,30,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,1,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,38,51,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,5,26,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,0,1
9,1,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,1,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,1,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,11,12,1
900,1,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,17,35,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,2,Chrome,HTC,Returning Visitor,14,Sunday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,3,32,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,6,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,2,6,1
9,0,Firefox,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Chrome,none,New Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
9,0,Firefox,none,Returning Visitor,12,Friday,(not set),ALL_VISITS,1,(not set),0,0,0,0,1,0,0,0,0,1,0,1
