,date,transactionId,hour of the day,dayOfWeekName,users,sessions,pageviews
1885,17-03-2017,1813511,13,Friday,1,0,0
1886,17-03-2017,1813551,13,Friday,1,0,0
1887,17-03-2017,1813561,13,Friday,1,0,0
1888,17-03-2017,1813571,13,Friday,1,0,0
1889,17-03-2017,1813611,13,Friday,1,0,0
1890,17-03-2017,1813681,13,Friday,1,0,0
1891,17-03-2017,1813801,13,Friday,1,0,0
1892,17-03-2017,1813841,13,Friday,1,0,0
1893,17-03-2017,1813921,13,Friday,1,0,0
1894,17-03-2017,1813981,13,Friday,1,0,0
1895,17-03-2017,1814021,13,Friday,1,0,0
1896,17-03-2017,1814031,13,Friday,1,0,0
1897,17-03-2017,1814071,13,Friday,1,0,0
1898,17-03-2017,1814101,13,Friday,1,0,0
1899,17-03-2017,1814111,13,Friday,1,0,0
1900,17-03-2017,1814151,13,Friday,1,0,0
1901,17-03-2017,1814191,13,Friday,1,0,0
1902,17-03-2017,1814201,13,Friday,1,0,0
1903,17-03-2017,1814211,13,Friday,1,0,0
1904,17-03-2017,1814231,13,Friday,1,0,0
1905,17-03-2017,1814281,13,Friday,1,0,0
1906,17-03-2017,1814301,13,Friday,1,0,0
1907,17-03-2017,1814361,13,Friday,1,0,0
1908,17-03-2017,1814431,13,Friday,1,0,0
1909,17-03-2017,1814441,13,Friday,1,0,0
1910,17-03-2017,1814441,18,Friday,1,0,0
1911,17-03-2017,1814451,13,Friday,1,0,0
1912,17-03-2017,1814461,13,Friday,1,0,0
1913,17-03-2017,1814471,13,Friday,1,0,0
1914,17-03-2017,1814521,13,Friday,1,0,0
1915,17-03-2017,1814551,13,Friday,1,0,0
1916,17-03-2017,1814581,13,Friday,1,0,0
1917,17-03-2017,1814591,13,Friday,1,0,0
1918,17-03-2017,1814641,13,Friday,1,0,0
1919,17-03-2017,1814681,13,Friday,1,0,0
1920,17-03-2017,1814701,13,Friday,1,0,0
1921,17-03-2017,1814711,13,Friday,1,0,0
1922,17-03-2017,1814801,13,Friday,1,0,0
1923,17-03-2017,1814811,13,Friday,1,0,0
1924,17-03-2017,1814841,13,Friday,1,0,0
1925,17-03-2017,1814911,13,Friday,1,0,0
1926,17-03-2017,1814921,13,Friday,1,0,0
1927,17-03-2017,1815001,13,Friday,1,0,0
1928,17-03-2017,1815021,13,Friday,1,0,0
1929,17-03-2017,1815081,13,Friday,1,0,0
1930,17-03-2017,1815131,13,Friday,1,0,0
1931,17-03-2017,1815181,13,Friday,1,0,0
1932,17-03-2017,1815221,13,Friday,1,0,0
1933,17-03-2017,1815301,13,Friday,1,0,0
1934,17-03-2017,1815301,14,Friday,1,0,0
1935,17-03-2017,1815311,13,Friday,1,0,0
1936,17-03-2017,1815321,13,Friday,1,0,0
1937,17-03-2017,1815351,13,Friday,1,0,0
1938,17-03-2017,1815361,13,Friday,1,0,0
1939,17-03-2017,1815371,13,Friday,1,0,0
1940,17-03-2017,1815411,13,Friday,1,0,0
1941,17-03-2017,1815431,13,Friday,1,0,0
1942,17-03-2017,1815461,13,Friday,1,0,0
1943,17-03-2017,1815501,13,Friday,1,0,0
1944,17-03-2017,1815511,13,Friday,1,0,0
1945,17-03-2017,1815511,14,Friday,1,1,0
1946,17-03-2017,1815521,13,Friday,1,0,0
1947,17-03-2017,1815571,13,Friday,1,0,0
1948,17-03-2017,1815581,13,Friday,1,0,0
1949,17-03-2017,1815591,13,Friday,1,0,0
1950,17-03-2017,1815601,13,Friday,1,0,0
1951,17-03-2017,1815611,13,Friday,1,0,0
1952,17-03-2017,1815621,13,Friday,1,0,0
1953,17-03-2017,1815641,13,Friday,1,0,0
1954,17-03-2017,1815701,13,Friday,1,0,0
1955,17-03-2017,1815781,13,Friday,1,0,0
1956,17-03-2017,1815851,13,Friday,1,0,0
1957,17-03-2017,1815871,13,Friday,1,0,0
1958,17-03-2017,1815891,13,Friday,1,0,0
1959,17-03-2017,1815901,13,Friday,1,0,0
1960,17-03-2017,1815971,13,Friday,1,0,0
1961,17-03-2017,1815981,13,Friday,1,0,0
1962,17-03-2017,1815991,13,Friday,1,0,0
1963,17-03-2017,1816151,13,Friday,1,0,0
1964,17-03-2017,1816181,13,Friday,1,0,0
1965,17-03-2017,1816191,13,Friday,1,0,0
1966,17-03-2017,1816281,13,Friday,1,0,0
1967,17-03-2017,1816311,13,Friday,1,0,0
1968,17-03-2017,1816371,13,Friday,1,0,0
1969,17-03-2017,1816421,13,Friday,1,0,0
1970,17-03-2017,1816441,13,Friday,1,0,0
1971,17-03-2017,1816461,13,Friday,1,0,0
1972,17-03-2017,1816481,13,Friday,1,0,0
1973,17-03-2017,1816491,13,Friday,1,0,0
1974,17-03-2017,1816531,13,Friday,1,0,0
1975,17-03-2017,1816541,13,Friday,1,0,0
1976,17-03-2017,1816571,13,Friday,1,0,0
1977,17-03-2017,1816591,13,Friday,1,0,0
1978,17-03-2017,1816641,13,Friday,1,0,0
1979,17-03-2017,1816651,13,Friday,1,0,0
1980,17-03-2017,1816741,13,Friday,1,0,0
1981,17-03-2017,1816771,13,Friday,1,0,0
1982,17-03-2017,1816791,13,Friday,1,0,0
1983,17-03-2017,1816791,18,Friday,1,1,0
1984,17-03-2017,1816791,19,Friday,1,0,0
1985,17-03-2017,1816801,13,Friday,1,0,0
1986,17-03-2017,1816821,13,Friday,1,0,0
1987,17-03-2017,1816851,13,Friday,1,0,0
1988,17-03-2017,1816861,13,Friday,1,0,0
1989,17-03-2017,1816871,13,Friday,1,0,0
1990,17-03-2017,1816871,15,Friday,1,0,0
1991,17-03-2017,1816891,13,Friday,1,0,0
1992,17-03-2017,1816901,13,Friday,1,0,0
1993,17-03-2017,1816931,13,Friday,1,0,0
1994,17-03-2017,1816961,13,Friday,1,0,0
1995,17-03-2017,1816971,13,Friday,1,0,0
1996,17-03-2017,1817001,13,Friday,1,0,0
1997,17-03-2017,1817041,13,Friday,1,0,0
1998,17-03-2017,1817051,13,Friday,1,0,0
1999,17-03-2017,1817101,13,Friday,1,0,0
2000,17-03-2017,1817111,13,Friday,1,0,0
2001,17-03-2017,1817161,13,Friday,1,0,0
2002,17-03-2017,1817171,13,Friday,1,0,0
2003,17-03-2017,1817181,13,Friday,1,0,0
2004,17-03-2017,1817201,13,Friday,1,0,0
2005,17-03-2017,1817271,13,Friday,1,0,0
2006,17-03-2017,1817291,13,Friday,1,0,0
2007,17-03-2017,1817301,13,Friday,1,0,0
2008,17-03-2017,1817351,13,Friday,1,0,0
2009,17-03-2017,1817361,13,Friday,1,0,0
2010,17-03-2017,1817391,13,Friday,1,0,0
2011,17-03-2017,1817511,13,Friday,1,0,0
2012,17-03-2017,1817531,13,Friday,1,0,0
2013,17-03-2017,1817551,13,Friday,1,0,0
2014,17-03-2017,1817641,13,Friday,1,0,0
2015,17-03-2017,1817681,13,Friday,1,0,0
2016,17-03-2017,1817721,13,Friday,1,0,0
2017,17-03-2017,1817771,13,Friday,1,0,0
2018,17-03-2017,1817791,13,Friday,1,0,0
2019,17-03-2017,1817861,13,Friday,1,0,0
2020,17-03-2017,1817881,13,Friday,1,0,0
2021,17-03-2017,1817941,13,Friday,1,0,0
2022,17-03-2017,1817951,13,Friday,1,0,0
2023,17-03-2017,1817961,13,Friday,1,0,0
2024,17-03-2017,1817971,13,Friday,1,0,0
2025,17-03-2017,1817981,13,Friday,1,0,0
2026,17-03-2017,1817991,13,Friday,1,0,0
2027,17-03-2017,1818011,13,Friday,1,0,0
2028,17-03-2017,1818131,13,Friday,1,0,0
2029,17-03-2017,1818161,13,Friday,1,0,0
2030,17-03-2017,1818211,13,Friday,1,0,0
2031,17-03-2017,1818291,13,Friday,1,0,0
2032,17-03-2017,1818331,13,Friday,1,0,0
2033,17-03-2017,1818351,13,Friday,1,0,0
2034,17-03-2017,1818361,13,Friday,1,0,0
2035,17-03-2017,1818411,13,Friday,1,0,0
2036,17-03-2017,1818471,13,Friday,1,0,0
2037,17-03-2017,1818521,13,Friday,1,0,0
2038,17-03-2017,1818531,13,Friday,1,0,0
2039,17-03-2017,1818611,13,Friday,1,0,0
2040,17-03-2017,1818641,13,Friday,1,0,0
2041,17-03-2017,1818661,13,Friday,1,0,0
2042,17-03-2017,1818691,13,Friday,1,0,0
2043,17-03-2017,1818721,13,Friday,1,0,0
2044,17-03-2017,1818761,13,Friday,1,0,0
2045,17-03-2017,1818771,13,Friday,1,0,0
2046,17-03-2017,1818791,13,Friday,1,0,0
2047,17-03-2017,1818811,13,Friday,1,0,0
2048,17-03-2017,1818841,13,Friday,1,0,0
2049,17-03-2017,1818851,13,Friday,1,0,0
2050,17-03-2017,1818941,13,Friday,1,0,0
2051,17-03-2017,1818951,13,Friday,1,0,0
2052,17-03-2017,1818971,13,Friday,1,0,0
2053,17-03-2017,1819021,13,Friday,1,0,0
2054,17-03-2017,1819051,13,Friday,1,0,0
2055,17-03-2017,1819061,13,Friday,1,0,0
2056,17-03-2017,1819071,13,Friday,1,0,0
2057,17-03-2017,1819091,13,Friday,1,0,0
2058,17-03-2017,1819111,13,Friday,1,0,0
2059,17-03-2017,1819131,13,Friday,1,0,0
2060,17-03-2017,1819141,13,Friday,1,0,0
2061,17-03-2017,1819161,13,Friday,1,0,0
2062,17-03-2017,1819181,13,Friday,1,0,0
2063,17-03-2017,1819201,13,Friday,1,0,0
2064,17-03-2017,1819241,13,Friday,1,0,0
2065,17-03-2017,1819251,13,Friday,1,0,0
2066,17-03-2017,1819261,13,Friday,1,0,0
2067,17-03-2017,1819301,13,Friday,1,0,0
2068,17-03-2017,1819311,13,Friday,1,0,0
2069,17-03-2017,1819321,13,Friday,1,0,0
2070,17-03-2017,1819381,13,Friday,1,0,0
2071,17-03-2017,1819391,13,Friday,1,0,0
2072,17-03-2017,1819401,13,Friday,1,0,0
2073,17-03-2017,1819421,13,Friday,1,0,0
2074,17-03-2017,1819441,13,Friday,1,0,0
2075,17-03-2017,1819481,13,Friday,1,0,0
2076,17-03-2017,1819491,13,Friday,1,0,0
2077,17-03-2017,1819501,13,Friday,1,0,0
2078,17-03-2017,1819511,13,Friday,1,0,0
2079,17-03-2017,1819541,13,Friday,1,0,0
2080,17-03-2017,1819581,13,Friday,1,0,0
2081,17-03-2017,1819611,13,Friday,1,0,0
2082,17-03-2017,1819641,13,Friday,1,0,0
2083,17-03-2017,1819651,13,Friday,1,0,0
2084,17-03-2017,1819671,13,Friday,1,0,0
2085,17-03-2017,1819701,13,Friday,1,0,0
2086,17-03-2017,1819741,13,Friday,1,0,0
2087,17-03-2017,1819791,13,Friday,1,0,0
2088,17-03-2017,1819851,13,Friday,1,0,0
2089,17-03-2017,1819881,13,Friday,1,0,0
2090,17-03-2017,1819891,13,Friday,1,0,0
2091,17-03-2017,1819941,13,Friday,1,0,0
2092,17-03-2017,1819951,13,Friday,1,0,0
2093,17-03-2017,1819991,13,Friday,1,0,0
2094,17-03-2017,1820011,13,Friday,1,0,0
2095,17-03-2017,1820051,13,Friday,1,0,0
2096,17-03-2017,1820081,13,Friday,1,0,0
2097,17-03-2017,1820091,13,Friday,1,0,0
2098,17-03-2017,1820091,18,Friday,1,1,0
2099,17-03-2017,1820121,13,Friday,1,0,0
2100,17-03-2017,1820161,13,Friday,1,0,0
2101,17-03-2017,1820171,13,Friday,1,0,0
2102,17-03-2017,1820181,13,Friday,1,0,0
2103,17-03-2017,1820211,13,Friday,1,0,0
2104,17-03-2017,1820221,13,Friday,1,0,0
2105,17-03-2017,1820231,13,Friday,1,0,0
2106,17-03-2017,1820261,13,Friday,1,0,0
2107,17-03-2017,1820291,13,Friday,1,0,0
2108,17-03-2017,1820321,13,Friday,1,0,0
2109,17-03-2017,1820331,13,Friday,1,0,0
2110,17-03-2017,1820341,13,Friday,1,0,0
2111,17-03-2017,1820351,13,Friday,1,0,0
2112,17-03-2017,1820361,13,Friday,1,0,0
2113,17-03-2017,1820401,13,Friday,1,0,0
2114,17-03-2017,1820411,13,Friday,1,0,0
2115,17-03-2017,1820431,13,Friday,1,0,0
2116,17-03-2017,1820441,13,Friday,1,0,0
2117,17-03-2017,1820461,13,Friday,1,0,0
2118,17-03-2017,1820481,13,Friday,1,0,0
2119,17-03-2017,1820491,13,Friday,1,0,0
2120,17-03-2017,1820501,13,Friday,1,0,0
2121,17-03-2017,1820591,13,Friday,1,0,0
2122,17-03-2017,1820601,13,Friday,1,0,0
2123,17-03-2017,1820631,13,Friday,1,0,0
2124,17-03-2017,1820651,13,Friday,1,0,0
2125,17-03-2017,1820681,13,Friday,1,0,0
2126,17-03-2017,1820691,13,Friday,1,0,0
2127,17-03-2017,1820721,13,Friday,1,0,0
2128,17-03-2017,1820731,13,Friday,1,0,0
2129,17-03-2017,1820791,13,Friday,1,0,0
2130,17-03-2017,1820841,13,Friday,1,0,0
2131,17-03-2017,1820881,13,Friday,1,0,0
2132,17-03-2017,1820931,13,Friday,1,0,0
2133,17-03-2017,1820961,13,Friday,1,0,0
2134,17-03-2017,1820971,13,Friday,1,0,0
2135,17-03-2017,1820981,13,Friday,1,0,0
2136,17-03-2017,1821031,13,Friday,1,0,0
2137,17-03-2017,1821091,13,Friday,1,0,0
2138,17-03-2017,1821121,13,Friday,1,0,0
2139,17-03-2017,1821131,13,Friday,1,0,0
2140,17-03-2017,1821171,13,Friday,1,0,0
2141,17-03-2017,1821201,13,Friday,1,0,0
2142,17-03-2017,1821231,13,Friday,1,0,0
2143,17-03-2017,1821281,13,Friday,1,0,0
2144,17-03-2017,1821331,13,Friday,1,0,0
2145,17-03-2017,1821381,13,Friday,1,0,0
2146,17-03-2017,1821401,13,Friday,1,0,0
2147,17-03-2017,1821421,13,Friday,1,0,0
2148,17-03-2017,1821431,13,Friday,1,0,0
2149,17-03-2017,1821441,13,Friday,1,0,0
2150,17-03-2017,1821481,13,Friday,1,0,0
2151,17-03-2017,1821521,13,Friday,1,0,0
2152,17-03-2017,1821581,13,Friday,1,0,0
2153,17-03-2017,1821601,13,Friday,1,0,0
2154,17-03-2017,1821651,13,Friday,1,0,0
2155,17-03-2017,1821671,13,Friday,1,0,0
2156,17-03-2017,1821801,13,Friday,1,0,0
2157,17-03-2017,1821871,13,Friday,1,0,0
2158,17-03-2017,1821881,13,Friday,1,0,0
2159,17-03-2017,1821901,13,Friday,1,0,0
2160,17-03-2017,1822061,13,Friday,1,0,0
2161,17-03-2017,1822071,13,Friday,1,0,0
2162,17-03-2017,1822091,13,Friday,1,0,0
2163,17-03-2017,1822171,13,Friday,1,0,0
2164,17-03-2017,1822201,13,Friday,1,0,0
2165,17-03-2017,1822231,13,Friday,1,0,0
2166,17-03-2017,1822241,13,Friday,1,0,0
2167,17-03-2017,1822261,13,Friday,1,0,0
2168,17-03-2017,1822281,13,Friday,1,0,0
2169,17-03-2017,1822321,13,Friday,1,0,0
2170,17-03-2017,1822341,13,Friday,1,0,0
2171,17-03-2017,1822371,13,Friday,1,0,0
2172,17-03-2017,1822471,13,Friday,1,0,0
2173,17-03-2017,1822501,13,Friday,1,0,0
2174,17-03-2017,1822561,13,Friday,1,0,0
2175,17-03-2017,1822571,13,Friday,1,0,0
2176,17-03-2017,1822581,13,Friday,1,0,0
2177,17-03-2017,1822591,13,Friday,1,0,0
2178,17-03-2017,1822601,13,Friday,1,0,0
2179,17-03-2017,1822661,13,Friday,1,0,0
2180,17-03-2017,1822671,13,Friday,1,0,0
2181,17-03-2017,1822691,13,Friday,1,0,0
2182,17-03-2017,1822721,13,Friday,1,0,0
2183,17-03-2017,1822761,13,Friday,1,0,0
2184,17-03-2017,1822871,13,Friday,1,0,0
2185,17-03-2017,1822891,13,Friday,1,0,0
2186,17-03-2017,1822921,13,Friday,1,0,0
2187,17-03-2017,1823031,13,Friday,1,0,0
2188,17-03-2017,1823041,13,Friday,1,0,0
2189,17-03-2017,1823051,13,Friday,1,0,0
2190,17-03-2017,1823101,13,Friday,1,0,0
2191,17-03-2017,1823131,13,Friday,1,0,0
2192,17-03-2017,1823181,13,Friday,1,0,0
2193,17-03-2017,1823191,13,Friday,1,0,0
2194,17-03-2017,1823221,13,Friday,1,0,0
2195,17-03-2017,1823231,13,Friday,1,0,0
2196,17-03-2017,1823261,13,Friday,1,0,0
2197,17-03-2017,1823311,13,Friday,1,0,0
2198,17-03-2017,1823351,13,Friday,1,0,0
2199,17-03-2017,1823361,13,Friday,1,0,0
2200,17-03-2017,1823401,13,Friday,1,0,0
2201,17-03-2017,1823431,13,Friday,1,0,0
2202,17-03-2017,1823461,13,Friday,1,0,0
2203,17-03-2017,1823471,13,Friday,1,0,0
2204,17-03-2017,1823501,13,Friday,1,0,0
2205,17-03-2017,1823541,13,Friday,1,0,0
2206,17-03-2017,1823551,13,Friday,1,0,0
2207,17-03-2017,1823671,13,Friday,1,0,0
2208,17-03-2017,1823701,13,Friday,1,0,0
2209,17-03-2017,1823771,13,Friday,1,0,0
2210,17-03-2017,1823801,13,Friday,1,0,0
2211,17-03-2017,1823821,13,Friday,1,0,0
2212,17-03-2017,1823941,13,Friday,1,0,0
2213,17-03-2017,1823951,13,Friday,1,0,0
2214,17-03-2017,1824031,13,Friday,1,0,0
2215,17-03-2017,1824041,13,Friday,1,0,0
2216,17-03-2017,1824071,13,Friday,1,0,0
2217,17-03-2017,1824081,13,Friday,1,0,0
2218,17-03-2017,1824091,13,Friday,1,0,0
2219,17-03-2017,1824101,13,Friday,1,0,0
2220,17-03-2017,1824251,13,Friday,1,0,0
2221,17-03-2017,1824261,13,Friday,1,0,0
2222,17-03-2017,1824341,13,Friday,1,0,0
2223,17-03-2017,1824351,13,Friday,1,0,0
2224,17-03-2017,1824351,14,Friday,1,1,0
2225,17-03-2017,1824401,13,Friday,1,0,0
2226,17-03-2017,1824411,13,Friday,1,0,0
2227,17-03-2017,1824451,13,Friday,1,0,0
2228,17-03-2017,1824461,13,Friday,1,0,0
2229,17-03-2017,1824521,13,Friday,1,0,0
2230,17-03-2017,1824541,13,Friday,1,0,0
2231,17-03-2017,1824561,13,Friday,1,0,0
2232,17-03-2017,1824611,13,Friday,1,0,0
2233,17-03-2017,1824641,13,Friday,1,0,0
2234,17-03-2017,1824751,13,Friday,1,0,0
2235,17-03-2017,1824801,13,Friday,1,0,0
2236,17-03-2017,1824811,13,Friday,1,0,0
2237,17-03-2017,1824821,13,Friday,1,0,0
2238,17-03-2017,1824831,13,Friday,1,0,0
2239,17-03-2017,1824881,13,Friday,1,0,0
2240,17-03-2017,1824891,13,Friday,1,0,0
2241,17-03-2017,1824921,13,Friday,1,0,0
2242,17-03-2017,1824951,13,Friday,1,0,0
2243,17-03-2017,1824971,13,Friday,1,0,0
2244,17-03-2017,1824981,13,Friday,1,0,0
2245,17-03-2017,1825091,13,Friday,1,0,0
2246,17-03-2017,1825121,13,Friday,1,0,0
2247,17-03-2017,1825141,13,Friday,1,0,0
2248,17-03-2017,1825161,13,Friday,1,0,0
2249,17-03-2017,1825181,13,Friday,1,0,0
2250,17-03-2017,1825211,13,Friday,1,0,0
2251,17-03-2017,1825251,14,Friday,1,0,0
2252,17-03-2017,1825321,13,Friday,1,0,0
2253,17-03-2017,1825341,13,Friday,1,0,0
2254,17-03-2017,1825361,13,Friday,1,0,0
2255,17-03-2017,1825421,13,Friday,1,0,0
2256,17-03-2017,1825451,13,Friday,1,0,0
2257,17-03-2017,1825511,13,Friday,1,0,0
2258,17-03-2017,1825541,13,Friday,1,0,0
2259,17-03-2017,1825551,13,Friday,1,0,0
2260,17-03-2017,1825581,13,Friday,1,0,0
2261,17-03-2017,1825621,13,Friday,1,0,0
2262,17-03-2017,1825671,13,Friday,1,0,0
2263,17-03-2017,1825701,13,Friday,1,0,0
2264,17-03-2017,1825721,13,Friday,1,0,0
2265,17-03-2017,1825731,13,Friday,1,0,0
2266,17-03-2017,1825751,13,Friday,1,0,0
2267,17-03-2017,1825771,13,Friday,1,0,0
2268,17-03-2017,1825801,13,Friday,1,0,0
2269,17-03-2017,1825871,13,Friday,1,0,0
2270,17-03-2017,1825891,13,Friday,1,0,0
2271,17-03-2017,1825901,13,Friday,1,0,0
2272,17-03-2017,1826181,13,Friday,1,0,0
2273,17-03-2017,1826201,13,Friday,1,0,0
2274,17-03-2017,1826221,13,Friday,1,0,0
2275,17-03-2017,1826231,13,Friday,1,0,0
2276,17-03-2017,1826261,13,Friday,1,0,0
2277,17-03-2017,1826301,13,Friday,1,0,0
2278,17-03-2017,1826381,13,Friday,1,0,0
2279,17-03-2017,1826431,13,Friday,1,0,0
2280,17-03-2017,1826481,13,Friday,1,0,0
2281,17-03-2017,1826501,13,Friday,1,0,0
2282,17-03-2017,1826611,13,Friday,1,0,0
2283,17-03-2017,1826661,13,Friday,1,0,0
2284,17-03-2017,1826811,13,Friday,1,0,0
2285,17-03-2017,1826881,13,Friday,1,0,0
2286,17-03-2017,1827161,13,Friday,1,0,0
2287,17-03-2017,1827541,13,Friday,1,0,0
2288,17-03-2017,1827701,14,Friday,1,0,0
2289,17-03-2017,1828031,13,Friday,1,0,0
2290,17-03-2017,1828041,13,Friday,1,0,0
2291,17-03-2017,1828051,13,Friday,1,0,0
2292,17-03-2017,1828061,13,Friday,1,0,0
2293,17-03-2017,1828071,13,Friday,1,0,0
2294,17-03-2017,1828081,13,Friday,1,0,0
2295,17-03-2017,1828091,13,Friday,1,0,0
2296,17-03-2017,1828101,13,Friday,1,0,0
2297,17-03-2017,1828131,13,Friday,1,0,0
2298,17-03-2017,1828141,13,Friday,1,0,0
2299,17-03-2017,1828151,13,Friday,1,0,0
2300,17-03-2017,1828201,13,Friday,1,0,0
2301,17-03-2017,1828211,13,Friday,1,0,0
2302,17-03-2017,1828231,13,Friday,1,0,0
2303,17-03-2017,1828241,13,Friday,1,0,0
2304,17-03-2017,1828251,13,Friday,1,0,0
2305,17-03-2017,1828261,13,Friday,1,0,0
2306,17-03-2017,1828261,16,Friday,1,1,0
2307,17-03-2017,1828261,18,Friday,1,0,0
2308,17-03-2017,1828291,13,Friday,1,0,0
2309,17-03-2017,1828291,16,Friday,1,0,0
2310,17-03-2017,1828301,13,Friday,1,0,0
2311,17-03-2017,1828331,13,Friday,1,0,0
2312,17-03-2017,1828371,13,Friday,1,0,0
2313,17-03-2017,1828401,13,Friday,1,0,0
2314,17-03-2017,1828451,13,Friday,1,0,0
2315,17-03-2017,1828481,13,Friday,1,0,0
2316,17-03-2017,1828491,14,Friday,1,0,0
2317,17-03-2017,1828521,13,Friday,1,0,0
2318,17-03-2017,1828591,13,Friday,1,0,0
2319,17-03-2017,1828611,13,Friday,1,0,0
2320,17-03-2017,1828621,13,Friday,1,0,0
2321,17-03-2017,1828641,13,Friday,1,0,0
2322,17-03-2017,1828651,13,Friday,1,0,0
2323,17-03-2017,1828691,13,Friday,1,0,0
2324,17-03-2017,1828701,13,Friday,1,0,0
2325,17-03-2017,1828711,13,Friday,1,0,0
2326,17-03-2017,1828731,13,Friday,1,0,0
2327,17-03-2017,1828771,13,Friday,1,0,0
2328,17-03-2017,1828781,13,Friday,1,0,0
2329,17-03-2017,1828801,13,Friday,1,0,0
2330,17-03-2017,1828811,13,Friday,1,0,0
2331,17-03-2017,1828851,13,Friday,1,0,0
2332,17-03-2017,1828871,13,Friday,1,0,0
2333,17-03-2017,1828881,13,Friday,1,0,0
2334,17-03-2017,1828901,13,Friday,1,0,0
2335,17-03-2017,1828911,13,Friday,1,0,0
2336,17-03-2017,1828961,13,Friday,1,0,0
2337,17-03-2017,1829011,13,Friday,1,0,0
2338,17-03-2017,1829071,14,Friday,1,0,0
2339,17-03-2017,1829081,13,Friday,1,0,0
2340,17-03-2017,1829121,13,Friday,1,0,0
2341,17-03-2017,1829191,13,Friday,1,0,0
2342,17-03-2017,1829321,13,Friday,1,0,0
2343,17-03-2017,1829471,13,Friday,1,0,0
2344,17-03-2017,1829501,13,Friday,1,0,0
2345,17-03-2017,1829531,13,Friday,1,0,0
2346,17-03-2017,1829601,13,Friday,1,0,0
2347,17-03-2017,1829621,13,Friday,1,0,0
2348,17-03-2017,1829651,13,Friday,1,0,0
2349,17-03-2017,1829681,13,Friday,1,0,0
2350,17-03-2017,1829701,13,Friday,1,0,0
2351,17-03-2017,1829771,13,Friday,1,0,0
2352,17-03-2017,1829831,13,Friday,1,0,0
2353,17-03-2017,1829851,13,Friday,1,0,0
2354,17-03-2017,1829891,13,Friday,1,0,0
2355,17-03-2017,1829891,14,Friday,1,0,0
2356,17-03-2017,1829911,13,Friday,1,0,0
2357,17-03-2017,1829921,13,Friday,1,0,0
2358,17-03-2017,1829951,13,Friday,1,0,0
2359,17-03-2017,1829971,13,Friday,1,0,0
2360,17-03-2017,1829991,13,Friday,1,0,0
2361,17-03-2017,1830001,13,Friday,1,0,0
2362,17-03-2017,1830051,13,Friday,1,0,0
2363,17-03-2017,1830151,13,Friday,1,0,0
2364,17-03-2017,1830181,13,Friday,1,0,0
2365,17-03-2017,1830201,14,Friday,1,0,0
2366,17-03-2017,1830211,13,Friday,1,0,0
2367,17-03-2017,1830231,14,Friday,1,0,0
2368,17-03-2017,1830261,13,Friday,1,0,0
2369,17-03-2017,1830271,13,Friday,1,0,0
2370,17-03-2017,1830281,13,Friday,1,0,0
2371,17-03-2017,1830301,14,Friday,1,0,0
2372,17-03-2017,1830311,13,Friday,1,0,0
2373,17-03-2017,1830341,13,Friday,1,0,0
2374,17-03-2017,1830351,13,Friday,1,0,0
2375,17-03-2017,1830371,13,Friday,1,0,0
2376,17-03-2017,1830411,13,Friday,1,0,0
2377,17-03-2017,1830431,13,Friday,1,0,0
2378,17-03-2017,1830451,13,Friday,1,0,0
2379,17-03-2017,1830481,13,Friday,1,0,0
2380,17-03-2017,1830581,13,Friday,1,0,0
2381,17-03-2017,1830611,13,Friday,1,0,0
2382,17-03-2017,1830621,13,Friday,1,0,0
2383,17-03-2017,1830651,13,Friday,1,0,0
2384,17-03-2017,1830711,13,Friday,1,0,0
2385,17-03-2017,1830721,13,Friday,1,0,0
2386,17-03-2017,1830751,13,Friday,1,0,0
2387,17-03-2017,1830761,13,Friday,1,0,0
2388,17-03-2017,1830851,13,Friday,1,0,0
2389,17-03-2017,1830891,13,Friday,1,0,0
2390,17-03-2017,1830901,13,Friday,1,0,0
2391,17-03-2017,1830931,13,Friday,1,0,0
2392,17-03-2017,1830941,13,Friday,1,0,0
2393,17-03-2017,1830961,14,Friday,1,0,0
2394,17-03-2017,1830981,13,Friday,1,0,0
2395,17-03-2017,1831041,13,Friday,1,0,0
2396,17-03-2017,1831051,13,Friday,1,0,0
2397,17-03-2017,1831131,13,Friday,1,0,0
2398,17-03-2017,1831151,13,Friday,1,0,0
2399,17-03-2017,1831211,13,Friday,1,0,0
2400,17-03-2017,1831221,13,Friday,1,0,0
2401,17-03-2017,1831231,14,Friday,1,0,0
2402,17-03-2017,1831241,13,Friday,1,0,0
2403,17-03-2017,1831251,13,Friday,1,0,0
2404,17-03-2017,1831261,13,Friday,1,0,0
2405,17-03-2017,1831321,13,Friday,1,0,0
2406,17-03-2017,1831331,13,Friday,1,0,0
2407,17-03-2017,1831381,13,Friday,1,0,0
2408,17-03-2017,1831411,13,Friday,1,0,0
2409,17-03-2017,1831441,14,Friday,1,0,0
2410,17-03-2017,1831441,18,Friday,1,0,0
2411,17-03-2017,1831481,14,Friday,1,0,0
2412,17-03-2017,1831521,13,Friday,1,0,0
2413,17-03-2017,1831521,15,Friday,1,0,0
2414,17-03-2017,1831531,13,Friday,1,0,0
2415,17-03-2017,1831591,13,Friday,1,0,0
2416,17-03-2017,1831621,14,Friday,1,0,0
2417,17-03-2017,1831701,13,Friday,1,0,0
2418,17-03-2017,1831711,14,Friday,1,0,0
2419,17-03-2017,1831771,14,Friday,1,0,0
2420,17-03-2017,1831801,13,Friday,1,0,0
2421,17-03-2017,1831941,14,Friday,1,0,0
