,date,transactionId,mobileDeviceBranding,users,sessions,pageviews
85,17-03-2017,1772871,YU,1,0,0
86,17-03-2017,1772911,Lenovo,1,0,0
87,17-03-2017,1772951,Xiaomi,1,0,0
88,17-03-2017,1772991,Samsung,1,0,0
89,17-03-2017,1773231,LeTV,1,0,0
90,17-03-2017,1773581,Micromax,1,0,0
91,17-03-2017,1773691,Xiaomi,1,0,0
92,17-03-2017,1773911,HTC,1,0,0
93,17-03-2017,1773931,Xiaomi,1,0,0
94,17-03-2017,1773961,Samsung,1,0,0
95,17-03-2017,1774101,Xiaomi,1,0,0
96,17-03-2017,1774111,Motorola,1,0,0
97,17-03-2017,1774151,Lenovo,1,0,0
98,17-03-2017,1774271,Xiaomi,1,0,0
99,17-03-2017,1778631,Xiaomi,1,0,0
100,17-03-2017,1779051,Xiaomi,1,0,0
101,17-03-2017,1779471,Xiaomi,1,1,0
102,17-03-2017,1780071,Motorola,1,0,0
103,17-03-2017,1780451,Motorola,1,0,0
104,17-03-2017,1780461,(not set),1,0,0
105,17-03-2017,1780531,Xiaomi,1,0,0
106,17-03-2017,1780681,Xiaomi,1,0,0
107,17-03-2017,1780731,Xiaomi,1,0,0
108,17-03-2017,1781281,Xiaomi,1,0,0
109,17-03-2017,1781361,Xiaomi,1,0,0
110,17-03-2017,1781671,Xiaomi,1,0,0
111,17-03-2017,1782171,Samsung,1,0,0
112,17-03-2017,1782231,LYF,1,0,0
113,17-03-2017,1782341,YU,1,0,0
114,17-03-2017,1782351,Asus,1,0,0
115,17-03-2017,1782441,Lenovo,1,0,0
116,17-03-2017,1782641,Samsung,1,0,0
117,17-03-2017,1782831,Xiaomi,1,0,0
118,17-03-2017,1782881,Asus,1,0,0
119,17-03-2017,1782921,Motorola,1,0,0
120,17-03-2017,1783041,Xolo,1,0,0
121,17-03-2017,1783131,Apple,1,0,0
122,17-03-2017,1783231,Samsung,1,0,0
123,17-03-2017,1783381,Xiaomi,1,0,0
124,17-03-2017,1783421,Micromax,1,0,0
125,17-03-2017,1783671,Xiaomi,1,0,0
126,17-03-2017,1784141,Tecno,1,0,0
127,17-03-2017,1784311,Lenovo,1,0,0
128,17-03-2017,1784441,(not set),1,0,0
129,17-03-2017,1784611,Acer,1,0,0
130,17-03-2017,1784981,Asus,1,0,0
131,17-03-2017,1785081,Xiaomi,1,0,0
132,17-03-2017,1785271,Xiaomi,1,0,0
133,17-03-2017,1785701,Xiaomi,1,0,0
134,17-03-2017,1785951,Apple,1,0,0
135,17-03-2017,1786021,LYF,1,0,0
136,17-03-2017,1786211,Asus,1,0,0
137,17-03-2017,1786451,Motorola,1,0,0
138,17-03-2017,1786491,Xiaomi,1,0,0
139,17-03-2017,1786911,Xiaomi,1,0,0
140,17-03-2017,1787101,Xiaomi,1,0,0
141,17-03-2017,1787211,Xiaomi,1,0,0
142,17-03-2017,1787351,Apple,1,0,0
143,17-03-2017,1787441,Xiaomi,1,0,0
144,17-03-2017,1788191,OnePlus,1,0,0
145,17-03-2017,1788281,Xiaomi,1,0,0
146,17-03-2017,1788451,Lenovo,1,0,0
147,17-03-2017,1788551,Xiaomi,1,0,0
148,17-03-2017,1788751,OPPO,1,0,0
149,17-03-2017,1789011,Xiaomi,1,0,0
150,17-03-2017,1789071,Xiaomi,1,0,0
151,17-03-2017,1789111,Xiaomi,1,0,0
152,17-03-2017,1789121,Lenovo,1,0,0
153,17-03-2017,1789171,Lenovo,1,0,0
154,17-03-2017,1789271,Xiaomi,1,0,0
155,17-03-2017,1789311,Xiaomi,1,0,0
156,17-03-2017,1789441,Xiaomi,1,0,0
157,17-03-2017,1790151,Lenovo,1,0,0
158,17-03-2017,1790391,Sony,1,0,0
159,17-03-2017,1791011,Xiaomi,1,0,0
160,17-03-2017,1791301,Samsung,1,0,0
161,17-03-2017,1791351,Apple,1,0,0
162,17-03-2017,1791581,Samsung,1,2,0
163,17-03-2017,1791991,Xiaomi,1,0,0
164,17-03-2017,1792181,Vivo,1,0,0
165,17-03-2017,1792741,Xiaomi,2,0,0
166,17-03-2017,1792851,Xiaomi,1,0,0
167,17-03-2017,1793221,Motorola,1,0,0
168,17-03-2017,1793241,Micromax,1,0,0
169,17-03-2017,1793771,Xiaomi,1,0,0
170,17-03-2017,1794071,Xiaomi,1,0,0
171,17-03-2017,1794091,Motorola,1,0,0
172,17-03-2017,1794451,Asus,1,0,0
173,17-03-2017,1794481,YU,1,0,0
174,17-03-2017,1794531,Motorola,1,0,0
175,17-03-2017,1794621,Lenovo,1,2,0
176,17-03-2017,1794831,Samsung,1,0,0
177,17-03-2017,1794841,Vivo,1,0,0
178,17-03-2017,1795041,Motorola,1,0,0
179,17-03-2017,1795101,Samsung,1,0,0
180,17-03-2017,1795371,Xiaomi,1,0,0
181,17-03-2017,1795401,Apple,1,0,0
182,17-03-2017,1795471,OnePlus,1,0,0
183,17-03-2017,1795481,Xiaomi,1,0,0
184,17-03-2017,1795671,Asus,1,0,0
185,17-03-2017,1796181,(not set),1,1,0
186,17-03-2017,1796341,Samsung,1,0,0
187,17-03-2017,1796641,Samsung,1,0,0
188,17-03-2017,1796771,Xiaomi,1,0,0
189,17-03-2017,1796951,Samsung,1,0,0
190,17-03-2017,1797151,Samsung,1,0,0
191,17-03-2017,1797231,Samsung,1,0,0
192,17-03-2017,1797671,LeEco,1,0,0
193,17-03-2017,1797761,Samsung,1,0,0
194,17-03-2017,1797891,(not set),1,0,0
195,17-03-2017,1798221,Samsung,1,0,0
196,17-03-2017,1798531,Xiaomi,1,0,0
197,17-03-2017,1798881,Xiaomi,1,0,0
198,17-03-2017,1798901,Xiaomi,1,0,0
199,17-03-2017,1799461,Micromax,1,0,0
200,17-03-2017,1799561,(not set),1,0,0
201,17-03-2017,1799791,Xiaomi,1,0,0
202,17-03-2017,1799911,Xiaomi,1,0,0
203,17-03-2017,1801121,Xiaomi,1,0,0
204,17-03-2017,1801241,Huawei,1,0,0
205,17-03-2017,1801251,OnePlus,1,0,0
206,17-03-2017,1801491,Xiaomi,1,0,0
207,17-03-2017,1801781,Xiaomi,1,0,0
208,17-03-2017,1801901,Xiaomi,1,0,0
209,17-03-2017,1802031,Microsoft,1,0,0
210,17-03-2017,1802111,Micromax,1,0,0
211,17-03-2017,1802441,Xiaomi,1,0,0
212,17-03-2017,1803671,Asus,1,0,0
213,17-03-2017,1803811,Samsung,1,0,0
214,17-03-2017,1804661,Lenovo,1,0,0
215,17-03-2017,1805151,Xiaomi,1,0,0
216,17-03-2017,1805731,Lenovo,1,0,0
217,17-03-2017,1806451,Samsung,1,0,0
218,17-03-2017,1806651,Samsung,1,0,0
219,17-03-2017,1806691,OnePlus,1,1,0
220,17-03-2017,1807441,Xiaomi,1,0,0
221,17-03-2017,1807481,(not set),1,0,0
222,17-03-2017,1807491,Samsung,1,0,0
223,17-03-2017,1808211,Xiaomi,1,0,0
224,17-03-2017,1808561,Xiaomi,1,0,0
225,17-03-2017,1808711,Apple,1,0,0
226,17-03-2017,1808731,(not set),1,0,0
227,17-03-2017,1808901,Samsung,1,0,0
228,17-03-2017,1808921,Samsung,1,0,0
229,17-03-2017,1809021,Samsung,1,0,0
230,17-03-2017,1809181,Motorola,1,0,0
231,17-03-2017,1809211,Lenovo,1,0,0
232,17-03-2017,1809511,Xiaomi,1,0,0
233,17-03-2017,1809631,Samsung,1,0,0
234,17-03-2017,1809951,OnePlus,1,0,0
235,17-03-2017,1810201,Apple,1,0,0
236,17-03-2017,1810311,(not set),1,0,0
237,17-03-2017,1810531,Xiaomi,1,1,0
238,17-03-2017,1810561,Motorola,1,0,0
239,17-03-2017,1810881,Xiaomi,1,0,0
240,17-03-2017,1811231,Samsung,1,0,0
241,17-03-2017,1811411,OnePlus,1,0,0
242,17-03-2017,1811441,Xiaomi,1,0,0
243,17-03-2017,1811471,Xiaomi,1,0,0
244,17-03-2017,1811511,(not set),1,1,0
245,17-03-2017,1811931,(not set),1,0,0
246,17-03-2017,1811941,Motorola,1,0,0
247,17-03-2017,1812691,Xiaomi,1,0,0
248,17-03-2017,1812741,Apple,1,0,0
249,17-03-2017,1813201,Xolo,1,0,0
250,17-03-2017,1813241,Xiaomi,1,0,0
251,17-03-2017,1813301,Samsung,1,0,0
252,17-03-2017,1813451,LYF,1,0,0
253,17-03-2017,1813511,Motorola,1,0,0
254,17-03-2017,1813571,(not set),1,0,0
255,17-03-2017,1813921,LYF,1,0,0
256,17-03-2017,1813981,Motorola,1,0,0
257,17-03-2017,1814031,Xiaomi,1,0,0
258,17-03-2017,1814101,Asus,1,0,0
259,17-03-2017,1814191,Motorola,1,0,0
260,17-03-2017,1814281,Gionee,1,0,0
261,17-03-2017,1814301,OnePlus,1,0,0
262,17-03-2017,1814441,Obi,1,0,0
263,17-03-2017,1814451,Xiaomi,1,0,0
264,17-03-2017,1814521,Asus,1,0,0
265,17-03-2017,1814551,Samsung,1,0,0
266,17-03-2017,1814921,YU,1,0,0
267,17-03-2017,1815021,LeEco,1,0,0
268,17-03-2017,1815181,Xiaomi,1,0,0
269,17-03-2017,1815301,Xiaomi,1,0,0
270,17-03-2017,1815321,(not set),1,0,0
271,17-03-2017,1815361,Motorola,1,0,0
272,17-03-2017,1815371,Xiaomi,1,0,0
273,17-03-2017,1815511,Motorola,1,1,0
274,17-03-2017,1815521,Xiaomi,1,0,0
275,17-03-2017,1815591,Samsung,1,0,0
276,17-03-2017,1815901,Xiaomi,1,0,0
277,17-03-2017,1815971,Coolpad,1,0,0
278,17-03-2017,1815981,Vivo,1,0,0
279,17-03-2017,1816191,iBall,1,0,0
280,17-03-2017,1816371,Samsung,1,0,0
281,17-03-2017,1816441,Xiaomi,1,0,0
282,17-03-2017,1816461,LYF,1,0,0
283,17-03-2017,1816531,Xiaomi,1,0,0
284,17-03-2017,1816571,Xiaomi,1,0,0
285,17-03-2017,1816791,Motorola,1,1,0
286,17-03-2017,1816861,Xiaomi,1,0,0
287,17-03-2017,1816891,Xiaomi,1,0,0
288,17-03-2017,1816961,HTC,1,0,0
289,17-03-2017,1817391,OnePlus,1,0,0
290,17-03-2017,1817681,Samsung,1,0,0
291,17-03-2017,1817971,Lenovo,1,0,0
292,17-03-2017,1818351,Xiaomi,1,0,0
293,17-03-2017,1818411,Xiaomi,1,0,0
294,17-03-2017,1818471,Xiaomi,1,0,0
295,17-03-2017,1818531,Xiaomi,1,0,0
296,17-03-2017,1818721,Micromax,1,0,0
297,17-03-2017,1818761,Xiaomi,1,0,0
298,17-03-2017,1818811,Xiaomi,1,0,0
299,17-03-2017,1818971,Samsung,1,0,0
300,17-03-2017,1819111,Xiaomi,1,0,0
301,17-03-2017,1819141,YU,1,0,0
302,17-03-2017,1819241,OPPO,1,0,0
303,17-03-2017,1819251,Lenovo,1,0,0
304,17-03-2017,1819261,Xiaomi,1,0,0
305,17-03-2017,1819301,OPPO,1,0,0
306,17-03-2017,1819321,OnePlus,1,0,0
307,17-03-2017,1819391,Samsung,1,0,0
308,17-03-2017,1819401,Xiaomi,1,0,0
309,17-03-2017,1819501,Lenovo,1,0,0
310,17-03-2017,1819581,Xiaomi,1,0,0
311,17-03-2017,1819741,Xiaomi,1,0,0
312,17-03-2017,1820051,(not set),1,0,0
313,17-03-2017,1820081,Micromax,1,0,0
314,17-03-2017,1820091,Sony,1,1,0
315,17-03-2017,1820401,Vivo,1,0,0
316,17-03-2017,1820411,Xiaomi,1,0,0
317,17-03-2017,1820441,Micromax,1,0,0
318,17-03-2017,1820461,(not set),1,0,0
319,17-03-2017,1820501,OnePlus,1,0,0
320,17-03-2017,1820631,Xiaomi,1,0,0
321,17-03-2017,1820681,Xiaomi,1,0,0
322,17-03-2017,1820691,Coolpad,1,0,0
323,17-03-2017,1820841,Samsung,1,0,0
324,17-03-2017,1820881,Huawei,1,0,0
325,17-03-2017,1821171,Xiaomi,1,0,0
326,17-03-2017,1821201,Xiaomi,1,0,0
327,17-03-2017,1821401,Lenovo,1,0,0
328,17-03-2017,1821421,Xiaomi,1,0,0
329,17-03-2017,1821431,LYF,1,0,0
330,17-03-2017,1822171,Lenovo,1,0,0
331,17-03-2017,1822281,Apple,1,0,0
332,17-03-2017,1822501,Vivo,1,0,0
333,17-03-2017,1822871,LeTV,1,0,0
334,17-03-2017,1823031,Xiaomi,1,0,0
335,17-03-2017,1823131,Xiaomi,1,0,0
336,17-03-2017,1823191,Xiaomi,1,0,0
337,17-03-2017,1823431,Xiaomi,1,0,0
338,17-03-2017,1823671,Xiaomi,1,0,0
339,17-03-2017,1823701,Lenovo,1,0,0
340,17-03-2017,1823821,Lenovo,1,0,0
341,17-03-2017,1824031,Motorola,1,0,0
342,17-03-2017,1824071,Apple,1,0,0
343,17-03-2017,1824261,Motorola,1,0,0
344,17-03-2017,1824351,Xiaomi,1,1,0
345,17-03-2017,1824411,Samsung,1,0,0
346,17-03-2017,1824461,Samsung,1,0,0
347,17-03-2017,1825361,Xiaomi,1,0,0
348,17-03-2017,1825421,(not set),1,0,0
349,17-03-2017,1825551,Xiaomi,1,0,0
350,17-03-2017,1825621,Lenovo,1,0,0
351,17-03-2017,1825701,(not set),1,0,0
352,17-03-2017,1825721,LYF,1,0,0
353,17-03-2017,1826381,Xiaomi,1,0,0
354,17-03-2017,1826481,Samsung,1,0,0
355,17-03-2017,1826661,Samsung,1,0,0
356,17-03-2017,1826811,Xiaomi,1,0,0
357,17-03-2017,1828041,Xiaomi,1,0,0
358,17-03-2017,1828061,Xiaomi,1,0,0
359,17-03-2017,1828071,OPPO,1,0,0
360,17-03-2017,1828141,Xiaomi,1,0,0
361,17-03-2017,1828211,HTC,1,0,0
362,17-03-2017,1828231,Xiaomi,1,0,0
363,17-03-2017,1828261,Xiaomi,1,1,0
364,17-03-2017,1828291,Xiaomi,1,0,0
365,17-03-2017,1828331,Xiaomi,1,0,0
366,17-03-2017,1828401,Xiaomi,1,0,0
367,17-03-2017,1828521,Motorola,1,0,0
368,17-03-2017,1828591,Samsung,1,0,0
369,17-03-2017,1828611,Xiaomi,1,0,0
370,17-03-2017,1828621,Samsung,1,0,0
371,17-03-2017,1828651,Xiaomi,1,0,0
372,17-03-2017,1828701,Xiaomi,1,0,0
373,17-03-2017,1828711,Karbonn,1,0,0
374,17-03-2017,1828781,Microsoft,1,0,0
375,17-03-2017,1828811,Vivo,1,0,0
376,17-03-2017,1828851,Motorola,1,0,0
377,17-03-2017,1828871,Xiaomi,1,0,0
378,17-03-2017,1828881,Motorola,1,0,0
379,17-03-2017,1829011,OnePlus,1,0,0
380,17-03-2017,1829071,(not set),1,0,0
381,17-03-2017,1829081,Samsung,1,0,0
382,17-03-2017,1829121,Samsung,1,0,0
383,17-03-2017,1829191,Apple,1,0,0
384,17-03-2017,1829501,Xiaomi,1,0,0
385,17-03-2017,1829531,Samsung,1,0,0
386,17-03-2017,1829651,(not set),1,0,0
387,17-03-2017,1829701,Xiaomi,1,0,0
388,17-03-2017,1829771,Lenovo,1,0,0
389,17-03-2017,1829831,Xiaomi,1,0,0
390,17-03-2017,1830001,Asus,1,0,0
391,17-03-2017,1830051,Apple,1,0,0
392,17-03-2017,1830151,OPPO,1,0,0
393,17-03-2017,1830181,OnePlus,1,0,0
394,17-03-2017,1830211,OnePlus,1,0,0
395,17-03-2017,1830261,Xiaomi,1,0,0
396,17-03-2017,1830351,Gionee,1,0,0
397,17-03-2017,1830411,Xiaomi,1,0,0
398,17-03-2017,1830431,Huawei,1,0,0
399,17-03-2017,1830581,Huawei,1,0,0
400,17-03-2017,1830611,Xiaomi,1,0,0
401,17-03-2017,1830621,YU,1,0,0
402,17-03-2017,1830761,Lenovo,1,0,0
403,17-03-2017,1830851,Xiaomi,1,0,0
404,17-03-2017,1830901,Motorola,1,0,0
405,17-03-2017,1830931,Xiaomi,1,0,0
406,17-03-2017,1830981,Motorola,1,0,0
407,17-03-2017,1831151,Lenovo,1,0,0
408,17-03-2017,1831251,(not set),1,0,0
409,17-03-2017,1831321,Lenovo,1,0,0
410,17-03-2017,1831411,Xiaomi,1,0,0
411,17-03-2017,1831441,Coolpad,1,0,0
412,17-03-2017,1831531,Gionee,1,0,0
413,17-03-2017,1831621,Google,1,0,0
414,17-03-2017,1831701,Motorola,1,0,0
415,17-03-2017,1831711,OnePlus,1,0,0
416,17-03-2017,1831801,Xolo,1,0,0
417,17-03-2017,1832271,Apple,1,0,0
418,17-03-2017,1832541,Xiaomi,1,0,0
419,17-03-2017,1832571,Xiaomi,1,0,0
420,17-03-2017,1832661,Spice,1,0,0
421,17-03-2017,1832861,Apple,1,0,0
422,17-03-2017,1832961,Xiaomi,1,0,0
423,17-03-2017,1833051,Samsung,1,0,0
424,17-03-2017,1833061,Motorola,1,0,0
425,17-03-2017,1833121,Xiaomi,1,0,0
426,17-03-2017,1833131,Xiaomi,1,0,0
427,17-03-2017,1833141,Micromax,1,0,0
428,17-03-2017,1833151,(not set),1,0,0
429,17-03-2017,1833171,Xiaomi,1,0,0
430,17-03-2017,1833191,LYF,1,0,0
431,17-03-2017,1833211,Xiaomi,1,0,0
432,17-03-2017,1833301,Motorola,1,0,0
433,17-03-2017,1833501,Xiaomi,1,0,0
434,17-03-2017,1833621,InFocus,1,0,0
435,17-03-2017,1833771,Xiaomi,1,0,0
436,17-03-2017,1833961,Samsung,1,0,0
437,17-03-2017,1834011,Xiaomi,1,0,0
438,17-03-2017,1834321,Xiaomi,1,0,0
439,17-03-2017,1834391,Motorola,1,0,0
440,17-03-2017,1834411,Xiaomi,1,0,0
441,17-03-2017,1834481,Lenovo,1,0,0
442,17-03-2017,1834651,Xiaomi,1,0,0
443,17-03-2017,1834671,Motorola,1,0,0
444,17-03-2017,1834781,Motorola,1,0,0
445,17-03-2017,1834821,Samsung,1,1,0
446,17-03-2017,1834891,Xiaomi,1,0,0
447,17-03-2017,1834921,Xiaomi,1,0,0
448,17-03-2017,1835031,YU,1,0,0
449,17-03-2017,1835051,(not set),1,0,0
450,17-03-2017,1835061,Xiaomi,1,0,0
451,17-03-2017,1835421,Huawei,1,0,0
452,17-03-2017,1835431,LYF,1,0,0
453,17-03-2017,1835611,Samsung,1,0,0
454,17-03-2017,1835741,OnePlus,1,0,0
455,17-03-2017,1835931,LeTV,1,0,0
456,17-03-2017,1835941,Xiaomi,1,0,0
457,17-03-2017,1835961,Samsung,1,0,0
458,17-03-2017,1836061,Motorola,1,1,0
459,17-03-2017,1836111,Xiaomi,1,0,0
460,17-03-2017,1836331,Lenovo,1,0,0
461,17-03-2017,1836361,Xiaomi,1,0,0
462,17-03-2017,1836481,HTC,1,0,0
463,17-03-2017,1836541,Apple,1,0,0
464,17-03-2017,1836551,Xiaomi,1,1,0
465,17-03-2017,1836561,Motorola,1,0,0
466,17-03-2017,1836681,Asus,1,0,0
467,17-03-2017,1836751,Asus,1,0,0
468,17-03-2017,1836791,Coolpad,1,1,0
469,17-03-2017,1836811,Lenovo,1,0,0
470,17-03-2017,1836841,Xiaomi,1,0,0
471,17-03-2017,1837011,Vivo,1,2,0
472,17-03-2017,1837061,OnePlus,1,0,0
473,17-03-2017,1837091,Asus,1,0,0
474,17-03-2017,1837101,Nokia,1,0,0
475,17-03-2017,1837121,Asus,1,0,0
476,17-03-2017,1837291,Samsung,1,0,0
477,17-03-2017,1837471,Asus,1,0,0
478,17-03-2017,1837671,Samsung,1,0,0
479,17-03-2017,1837721,HTC,1,0,0
480,17-03-2017,1837791,Xiaomi,1,0,0
481,17-03-2017,1837871,Micromax,1,0,0
482,17-03-2017,1837971,Xiaomi,1,0,0
483,17-03-2017,1838111,Sony,1,0,0
484,17-03-2017,1838131,Acer,1,0,0
485,17-03-2017,1838251,Micromax,1,0,0
486,17-03-2017,1838301,Xiaomi,1,0,0
487,17-03-2017,1838521,Panasonic,1,0,0
488,17-03-2017,1838611,Intex,1,0,0
489,17-03-2017,1838651,Asus,1,0,0
490,17-03-2017,1838731,Apple,1,0,0
491,17-03-2017,1838891,Xiaomi,1,0,0
492,17-03-2017,1839021,Xiaomi,1,0,0
493,17-03-2017,1839041,Samsung,1,0,0
494,17-03-2017,1839051,Xiaomi,1,0,0
495,17-03-2017,1839101,YU,1,0,0
496,17-03-2017,1839111,Samsung,1,0,0
497,17-03-2017,1839131,OPPO,1,0,0
498,17-03-2017,1839261,Karbonn,1,0,0
499,17-03-2017,1839281,Xiaomi,1,0,0
500,17-03-2017,1839291,Xiaomi,1,0,0
501,17-03-2017,1839351,Xiaomi,1,0,0
502,17-03-2017,1839401,Xiaomi,1,0,0
503,17-03-2017,1839571,Motorola,1,0,0
504,17-03-2017,1839611,Gionee,1,0,0
505,17-03-2017,1840001,Xiaomi,1,0,0
506,17-03-2017,1840461,Lenovo,1,0,0
507,17-03-2017,1840541,Xiaomi,1,0,0
508,17-03-2017,1840711,iNew,1,0,0
509,17-03-2017,1840731,Xiaomi,1,0,0
510,17-03-2017,1840781,Xiaomi,1,0,0
511,17-03-2017,1840861,Micromax,1,0,0
512,17-03-2017,1841071,Intex,1,0,0
513,17-03-2017,1841121,Lenovo,1,0,0
514,17-03-2017,1841371,Asus,1,0,0
515,17-03-2017,1841391,Coolpad,1,0,0
516,17-03-2017,1841521,Xiaomi,1,1,0
517,17-03-2017,1841581,Xiaomi,1,0,0
518,17-03-2017,1841671,Microsoft,1,0,0
519,17-03-2017,1841741,Motorola,1,0,0
520,17-03-2017,1841771,Huawei,1,0,0
521,17-03-2017,1841831,Google,1,0,0
522,17-03-2017,1841941,Amazon,1,0,0
523,17-03-2017,1841951,Gionee,1,0,0
524,17-03-2017,1841961,Sony,1,0,0
525,17-03-2017,1841981,InFocus,1,0,0
526,17-03-2017,1842011,OPPO,1,0,0
527,17-03-2017,1842071,Motorola,1,0,0
528,17-03-2017,1842111,Lenovo,1,0,0
529,17-03-2017,1842131,Xiaomi,1,0,0
530,17-03-2017,1842171,(not set),1,0,0
531,17-03-2017,1842181,(not set),1,0,0
532,17-03-2017,1842231,Xiaomi,1,0,0
533,17-03-2017,1842351,Asus,1,0,0
534,17-03-2017,1842401,Lenovo,1,0,0
535,17-03-2017,1842501,Xiaomi,1,0,0
536,17-03-2017,1842521,(not set),1,0,0
537,17-03-2017,1842631,Samsung,1,0,0
538,17-03-2017,1842651,Samsung,1,1,0
539,17-03-2017,1842691,Sony,1,0,0
540,17-03-2017,1842721,(not set),1,0,0
541,17-03-2017,1842921,Xiaomi,1,0,0
542,17-03-2017,1842961,LeTV,1,0,0
543,17-03-2017,1843041,LeTV,1,0,0
544,17-03-2017,1843121,(not set),1,0,0
545,17-03-2017,1843301,HTC,1,0,0
546,17-03-2017,1843351,Google,1,0,0
547,17-03-2017,1843421,Xiaomi,1,0,0
548,17-03-2017,1843511,Xiaomi,1,0,0
549,17-03-2017,1843521,Motorola,1,0,0
550,17-03-2017,1843811,Samsung,1,0,0
551,17-03-2017,1843851,YU,1,0,0
552,17-03-2017,1843921,Xiaomi,1,0,0
553,17-03-2017,1844001,Samsung,1,0,0
554,17-03-2017,1844271,Xiaomi,1,0,0
555,17-03-2017,1844371,Google,1,0,0
556,17-03-2017,1844401,Motorola,1,0,0
557,17-03-2017,1844441,YU,1,0,0
558,17-03-2017,1844461,OnePlus,1,0,0
559,17-03-2017,1844541,LeTV,1,0,0
560,17-03-2017,1844611,Xiaomi,1,0,0
561,17-03-2017,1844631,Acer,1,0,0
562,17-03-2017,1844651,(not set),1,0,0
563,17-03-2017,1844701,Xiaomi,1,0,0
564,17-03-2017,1844791,OnePlus,1,0,0
565,17-03-2017,1844801,Motorola,1,0,0
566,17-03-2017,1844821,Xiaomi,1,0,0
567,17-03-2017,1844831,iZoom,1,0,0
568,17-03-2017,1844991,LeTV,1,0,0
569,17-03-2017,1845081,Xiaomi,1,0,0
